phase,trial,magnification,head_amp,eye_amp,gain_paired,gain_lstsq,offset_lstsq,r_squared
aftereffect,2,1.04,18.473580143263327,16.061948742821194,0.8694551147238468,0.7988137703835778,-4.230350472988767,0.9467639801401094
aftereffect,3,0.8,20.226736433279708,13.231648846521114,0.6541662759173869,0.6637897211102115,-1.60577810558039,0.9596792173047934
aftereffect,4,1.08,20.683797190857412,16.88407464513034,0.8162947300891824,0.8111398240038088,-1.3673405859092018,0.9396582184731311
aftereffect,5,1.04,17.61300257252745,12.519359674253595,0.7108021260259817,0.5596468632035666,-1.7129318186723541,0.6925241800310418
aftereffect,6,0.9,19.47271504198167,14.66579955715589,0.7531461085697376,0.6702416929669421,-1.0893920517554085,0.9598299754084898
aftereffect,7,0.95,20.686900560019637,14.722664055380813,0.7116901834890841,0.6110867718219923,1.1626508294450555,0.911471958266583
aftereffect,8,0.85,21.295739350933644,13.512798013441342,0.6345305880562873,0.5979112392828444,-1.917091392279034,0.9105192871808518
aftereffect,9,1.0,25.215398825154246,19.98688796286314,0.7926461168214688,0.7679169669008514,1.0142676062138012,0.9488207263745677
aftereffect,10,1.04,24.85694892849453,17.230807198725717,0.6931988012001483,0.688109114053905,1.3786132025557782,0.8425679710146092
aftereffect,11,1.04,21.141901134788128,12.503261182808371,0.5913972023185167,0.47059879154356793,1.0645913708637729,0.6957201721996047
aftereffect,12,0.8,23.463960346023693,14.306425463948617,0.6097191289522891,0.5490020767251387,2.372934750154695,0.8907934197659625
aftereffect,13,1.12,20.62072379927462,17.844481541485685,0.8653664010626728,0.8790051704521978,0.6090719536686925,0.9679245792135511
aftereffect,14,0.9,22.048159404158117,15.619420165724321,0.7084228610383966,0.721677330973894,1.0436037474785755,0.9211064825876417
aftereffect,15,1.08,21.779932858934366,18.94970353144107,0.8700533492998209,0.8099761167035502,-0.07433565111549693,0.9359539645109463
aftereffect,16,1.2,24.236057218897614,21.983593806172003,0.907061474876809,0.8545708815060846,-2.6340668089443295,0.9561120171250546
aftereffect,17,0.9,25.71250469389369,16.556389365717813,0.6439041844744784,0.6694432606266971,1.0924273022286417,0.9535462255810445
aftereffect,18,1.04,23.737408476353387,18.413377751630733,0.7757113743049786,0.78886652266228,-0.9559802518745782,0.9591065314301002
aftereffect,19,1.16,22.019065999600127,17.06756444350569,0.7751266308850541,0.7954455902388414,-2.5038010242385993,0.9644537133629847
aftereffect,20,1.0,24.850123033121246,19.149655279560932,0.7706060551103711,0.7461546560831627,-1.7443439710421165,0.9276764923439307
aftereffect,21,1.0,23.302338059892108,14.348261613233918,0.6157434321120802,0.5721565907716573,-3.0089263413154885,0.8605411481172611
aftereffect,22,1.0,22.75675639314311,17.537067710514485,0.7706312537492653,0.7164038107018239,-0.8474860852205585,0.9431716874393866
aftereffect,23,1.2,20.568972854900522,19.342700373236124,0.9403824152856403,2.43265176743825,-24.403286572679182,0.4056325162880502
aftereffect,24,1.0,20.307044300315933,14.349399531673146,0.7066217672775699,0.7316750964386516,1.086527442974346,0.9064986311494816
aftereffect,25,1.08,24.344326486581846,19.20907341947554,0.7890575009361313,1.224717143010817,-4.75416525226894,0.506647722723798
aftereffect,26,1.0,23.447503306623286,16.806679859893517,0.7167790804893962,0.656674503363889,-3.0482156702034438,0.8462765646618979
aftereffect,27,1.12,21.222150062021647,15.500750413266113,0.7304043354686134,0.6581303078359861,-4.16555725800051,0.900980232532449
aftereffect,28,0.95,22.830040214884097,16.650929118204605,0.7293429604801569,0.6515688678203134,-3.859754395516703,0.8408351894030518
aftereffect,29,1.04,25.632087980759465,19.725765155616276,0.7695730901994123,0.816438157905809,0.5953166506257146,0.9100103824626384
aftereffect,30,0.95,21.914851038662313,15.647352161615478,0.7140067771398639,0.6314152392354917,-2.9400142151223463,0.8738055962940623
aftereffect,31,1.08,28.782267715906826,10.189090083550024,0.35400581302768286,0.6186943609693042,-5.559692475062085,0.15342587588291434
aftereffect,32,0.95,28.24171623874372,18.029927067928046,0.6384147094854485,-0.04483241422598715,-1.38137199256792,0.010113311858014451
aftereffect,33,0.95,24.182217114132428,13.591986203419015,0.5620653449296701,0.44503272369842495,-3.9835370078409147,0.6420362231045275
aftereffect,34,0.85,24.61098336103492,14.003795339549438,0.5690059244735747,0.551251744986112,-3.153269373173571,0.8119013631666803
aftereffect,35,1.12,21.067126980667247,19.86854804233016,0.943106673281222,0.9253642885847072,-1.5543385601225772,0.976836978553484
aftereffect,36,1.04,24.928622110073068,18.327875592275237,0.7352141450637729,0.267105658419826,-1.8033567190285067,0.18332243943429438
aftereffect,37,0.9,26.397287248685505,15.819507255275512,0.5992853396730481,0.3863178144567872,0.4350197802093218,0.6096782470719925
aftereffect,38,1.08,25.232235517540715,15.67551410591459,0.6212495161206556,0.27796665676209587,0.18452200846257788,0.23394810426521817
aftereffect,39,1.12,24.38506799409781,17.280903523839374,0.7086674323820653,0.6349635936581133,-4.329658869630105,0.9267809435121365
aftereffect,40,1.04,25.91536655018401,15.386123454849525,0.5937065727029154,0.5921872352949757,-2.7879613517440913,0.7678698533713582
aftereffect,41,1.12,24.189056630609,12.982328390892562,0.5367025506263289,0.6819460014341571,-9.131280926520686,0.30355208267452205
aftereffect,42,0.9,24.373687938911228,18.44566744874603,0.7567860676224771,0.6951687899668209,-2.831479792655914,0.9333705780204526
aftereffect,43,1.08,23.789907832731796,19.948579468625336,0.8385311792246082,0.5911061851443216,1.0088035327272906,0.6991783727777965
aftereffect,44,0.95,24.070025925909896,18.95851962932648,0.787640183175657,0.7396300218216918,-2.038354792370098,0.9584043200073762
aftereffect,45,1.12,22.730353504041148,19.65165417941064,0.8645555897719253,0.8852186810226069,-1.2670518431102233,0.9493443823283362
aftereffect,46,1.08,23.927347049541453,20.341846356317742,0.8501505124742852,0.8423765607958523,-0.6442418510260696,0.9664292505135519
aftereffect,47,0.9,30.469168594497642,20.023180576251892,0.6571620263989688,0.5688772424843561,-3.0420504838534903,0.841492701785774
aftereffect,48,1.12,24.85822670424416,17.123879669803486,0.6888616743880547,0.3169548790146559,0.924117285014499,0.5020736714475311
aftereffect,49,1.08,29.06124417395087,13.121300734556703,0.4515051267597834,0.35580945494304067,-0.7119476861504532,0.7486068766331796
aftereffect,50,1.12,22.325358147939934,16.92288540556301,0.7580118219570228,0.7742238811223124,0.25787710240221956,0.8832526061530518
aftereffect,51,0.95,24.951808941026293,16.847406511566437,0.6751978003432678,0.5457034652403534,-2.962806529831505,0.85247588208005
aftereffect,52,0.95,22.283350493616574,14.153837956553915,0.6351754849706516,0.4113980807859493,-6.062722968133772,0.7528135194054738
aftereffect,53,1.0,19.800279904545807,15.669694182590845,0.7913875085671567,0.7943814019653441,-1.6092542873289681,0.963368898896519
aftereffect,54,1.16,19.982518301888913,19.380374789861524,0.9698664851481472,0.8925141985496712,0.6340992525490766,0.9480542651165094
aftereffect,55,0.9,24.270358733599743,15.402795880828101,0.634634042697711,0.6866295129356251,1.978635073971668,0.8613792797463502
