unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,messages,
6.5166670000,3953456,True,1.0000000000,4.5264130000,-0.0321384400,-0.0037115170,-0.0271404100,-0.0333712100,0.0893103200,0.9954446000,True,1.0000000000,4.8318180000,0.0320900400,-0.0077447210,-0.0258809700,-0.0496525300,0.0623327000,0.9968196000,-0.0321384400,-0.0037115170,-0.0271404100,-0.0333712100,0.0893103200,0.9954446000,0.0000000000,,
6.5166670000,3953464,True,1.0000000000,4.6238710000,-0.0321500300,-0.0038109590,-0.0269900100,-0.0388492600,0.0880746100,0.9953560000,True,1.0000000000,4.7963100000,0.0320939800,-0.0077920840,-0.0258089500,-0.0510407200,0.0620575900,0.9967666000,-0.0321500300,-0.0038109590,-0.0269900100,-0.0388492600,0.0880746100,0.9953560000,0.0000000000,,
6.5166670000,3953472,True,1.0000000000,4.6801910000,-0.0321629900,-0.0038957220,-0.0267318000,-0.0376897500,0.0880139500,0.9954060000,True,1.0000000000,4.8089290000,0.0320875400,-0.0077842720,-0.0258454000,-0.0488282500,0.0686189500,0.9964473000,-0.0321629900,-0.0038957220,-0.0267318000,-0.0376897500,0.0880139500,0.9954060000,0.0000000000,,
6.5166670000,3953481,True,1.0000000000,4.6409910000,-0.0321789400,-0.0039002080,-0.0267269400,-0.0397192500,0.0886549600,0.9952702000,True,1.0000000000,4.8501430000,0.0320844100,-0.0077857670,-0.0258523600,-0.0491183600,0.0646976800,0.9966953000,-0.0321789400,-0.0039002080,-0.0267269400,-0.0397186500,0.0886536100,0.9952703000,0.0000000000,,
6.5166670000,3953489,True,1.0000000000,4.5616000000,-0.0321848000,-0.0039207770,-0.0266749000,-0.0424652400,0.0895996800,0.9950722000,True,1.0000000000,4.9314880000,0.0320835100,-0.0078180240,-0.0258254100,-0.0518500800,0.0671090900,0.9963975000,0.0231224400,-0.0072746130,-0.0259438500,-0.0505372100,0.0702516100,0.9962483000,0.0000000000,,
6.5166670000,3953497,True,1.0000000000,4.5886840000,-0.0321911000,-0.0039022220,-0.0267546100,-0.0412141900,0.0870518100,0.9953509000,True,1.0000000000,4.8789980000,0.0321007100,-0.0079304200,-0.0257963100,-0.0590980100,0.0832071900,0.9947784000,0.0310544000,-0.0078648680,-0.0258119100,-0.0588079000,0.0832679600,0.9947904000,0.0000000000,,
6.5333340000,3953506,True,1.0000000000,4.6169130000,-0.0321962500,-0.0038974150,-0.0267957200,-0.0401769500,0.0851452200,0.9955582000,True,1.0000000000,4.9371030000,0.0321354100,-0.0080330350,-0.0254182800,-0.0584109400,0.0794986900,0.9951222000,0.0266890000,-0.0076829070,-0.0255348800,-0.0568701100,0.0799721600,0.9951735000,0.0000000000,,
6.5333340000,3953514,True,1.0000000000,4.6220250000,-0.0321968200,-0.0038905340,-0.0268150200,-0.0398410900,0.0888375400,0.9952490000,True,1.0000000000,4.8683620000,0.0321598200,-0.0081438910,-0.0251747300,-0.0656898100,0.0802316000,0.9946094000,-0.0079493260,-0.0054930570,-0.0261970100,-0.0495762300,0.0856025400,0.9950951000,0.0000000000,,
6.5500000000,3953522,True,1.0000000000,4.6198880000,-0.0321974200,-0.0038836670,-0.0268280700,-0.0400089400,0.0909585400,0.9950507000,True,1.0000000000,4.9091950000,0.0321676800,-0.0081614840,-0.0251244800,-0.0660708200,0.0809482000,0.9945260000,-0.0292643300,-0.0040785980,-0.0267504400,-0.0411988600,0.0905001500,0.9950439000,0.0000000000,,
6.5500000000,3953531,True,1.0000000000,4.6096950000,-0.0321976300,-0.0038609470,-0.0268118900,-0.0404972500,0.0853890800,0.9955243000,True,1.0000000000,4.9224550000,0.0321816600,-0.0081195530,-0.0251898200,-0.0646522300,0.0729836200,0.9952354000,-0.0320629100,-0.0038698580,-0.0268085000,-0.0405582900,0.0853585700,0.9955245000,0.0000000000,,
