unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,messages,
16.5500000000,3963562,True,1.0000000000,4.1814730000,-0.0324978200,-0.0036130830,-0.0260706300,-0.1142742000,0.1295636000,0.9849643000,True,1.0000000000,4.6383060000,0.0318715800,-0.0076326300,-0.0252816300,-0.1341873000,0.1410844000,0.9808613000,-0.0014861300,-0.0055496060,-0.0256905100,-0.1238719000,0.1351177000,0.9830559000,0.0000000000,,
16.5500000000,3963570,True,1.0000000000,4.1982570000,-0.0324773100,-0.0035956120,-0.0260748800,-0.1137097000,0.1272444000,0.9853319000,True,1.0000000000,4.6751710000,0.0318960700,-0.0076291050,-0.0252877100,-0.1313645000,0.1422442000,0.9810759000,-0.0019571690,-0.0055079350,-0.0257016800,-0.1220875000,0.1343558000,0.9833835000,0.0000000000,,
16.5666700000,3963578,True,1.0000000000,4.1610570000,-0.0324655800,-0.0035728910,-0.0260556700,-0.1057286000,0.1208959000,0.9870186000,True,1.0000000000,4.6298980000,0.0319192500,-0.0076259010,-0.0252915000,-0.1293966000,0.1410698000,0.9815069000,0.0014354400,-0.0057069550,-0.0256533100,-0.1182117000,0.1315329000,0.9842383000,0.0000000000,,
16.5666700000,3963587,True,1.0000000000,4.1440430000,-0.0324348900,-0.0035436100,-0.0260669900,-0.1070253000,0.1173555000,0.9873061000,True,1.0000000000,4.5944670000,0.0319408700,-0.0076201330,-0.0252857200,-0.1215837000,0.1426106000,0.9822829000,0.0018528440,-0.0057148440,-0.0256508800,-0.1147931000,0.1308303000,0.9847365000,0.0000000000,,
16.5833300000,3963595,True,1.0000000000,4.1415560000,-0.0323925700,-0.0035269010,-0.0260735800,-0.1141670000,0.1150520000,0.9867771000,True,1.0000000000,4.6275020000,0.0319524300,-0.0076176920,-0.0252859700,-0.1189283000,0.1438156000,0.9824322000,0.0019090880,-0.0057076570,-0.0256537000,-0.1167156000,0.1304028000,0.9845672000,0.0000000000,,
16.5833300000,3963603,True,1.0000000000,4.2492370000,-0.0323801600,-0.0035093990,-0.0260872200,-0.1078039000,0.1160895000,0.9873710000,True,1.0000000000,4.6269230000,0.0319841800,-0.0076092080,-0.0252899200,-0.1184241000,0.1455086000,0.9822438000,0.0018758550,-0.0056913910,-0.0256628900,-0.1134655000,0.1317610000,0.9847662000,0.0000000000,,
16.6000000000,3963612,True,1.0000000000,4.1941220000,-0.0323729000,-0.0034989170,-0.0260942900,-0.1094672000,0.1129309000,0.9875543000,True,1.0000000000,4.6185000000,0.0320017300,-0.0076049040,-0.0252923300,-0.1142893000,0.1463178000,0.9826134000,0.0017317510,-0.0056742100,-0.0256694200,-0.1120456000,0.1306308000,0.9850793000,0.0000000000,,
16.6166700000,3963620,True,1.0000000000,4.2620540000,-0.0323669500,-0.0034935150,-0.0260945700,-0.1070270000,0.1185018000,0.9871690000,True,1.0000000000,4.6530460000,0.0320138900,-0.0076017000,-0.0252886500,-0.1141828000,0.1421219000,0.9832414000,0.0019714510,-0.0056846780,-0.0256647200,-0.1108566000,0.1311052000,0.9851509000,0.0000000000,,
16.6166700000,3963628,True,1.0000000000,4.2788240000,-0.0323665900,-0.0034897310,-0.0260986300,-0.1041111000,0.1172642000,0.9876285000,True,1.0000000000,4.6337130000,0.0320173500,-0.0075980530,-0.0252877700,-0.1162267000,0.1450201000,0.9825785000,0.0020739290,-0.0056873780,-0.0256648900,-0.1105971000,0.1321275000,0.9850435000,0.0000000000,,
16.6333400000,3963637,True,1.0000000000,4.2595980000,-0.0323669500,-0.0034859470,-0.0261027100,-0.1070263000,0.1157239000,0.9874985000,True,1.0000000000,4.6101070000,0.0320208000,-0.0075944220,-0.0252868800,-0.1153726000,0.1437084000,0.9828719000,0.0017550810,-0.0056632080,-0.0256703700,-0.1114671000,0.1305714000,0.9851528000,0.0000000000,,
