unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,messages,
43.7627800000,946268,True,1.0000000000,4.0917210000,-0.0287805300,0.0001414795,-0.0265346200,0.0097351720,0.2632921000,0.9646670000,True,1.0000000000,4.2480770000,0.0347283600,-0.0046223910,-0.0285889500,0.0311283100,0.2808720000,0.9592403000,0.0024582520,-0.0022017670,-0.0275451100,0.0202639500,0.2719611000,0.9620948000,0.0000000000,,
43.7734500000,946276,True,1.0000000000,3.9679110000,-0.0287797900,0.0001508179,-0.0265269900,0.0084229590,0.2569155000,0.9663972000,True,1.0000000000,4.2827150000,0.0347295100,-0.0046156920,-0.0285902900,0.0295106900,0.2830371000,0.9586549000,0.0023148960,-0.0021828920,-0.0275372000,0.0187532500,0.2697478000,0.9627483000,0.0000000000,,
43.7844400000,946284,True,1.0000000000,3.9192810000,-0.0287770900,0.0001664734,-0.0265390300,0.0148012500,0.2625772000,0.9647974000,True,1.0000000000,4.2034150000,0.0347303900,-0.0045922700,-0.0285915100,0.0309908900,0.2806881000,0.9592986000,0.0037895970,-0.0022738040,-0.0275915400,0.0231021900,0.2718857000,0.9620522000,0.0000000000,,
43.7844400000,946293,True,1.0000000000,4.0626830000,-0.0287781700,0.0001706238,-0.0265307300,0.0082703570,0.2590971000,0.9658159000,True,1.0000000000,4.3835910000,0.0347300600,-0.0045786290,-0.0285860300,0.0314336300,0.2777299000,0.9601448000,0.0041344760,-0.0022906340,-0.0275958700,0.0202790300,0.2687849000,0.9629868000,0.0000000000,,
43.7958300000,946301,True,1.0000000000,4.0162050000,-0.0287800800,0.0001717224,-0.0265289200,0.0098573220,0.2576026000,0.9662006000,True,1.0000000000,4.2531280000,0.0347286800,-0.0045575410,-0.0286006200,0.0255130400,0.2874489000,0.9574561000,0.0043701630,-0.0022968440,-0.0276102900,0.0180359700,0.2732251000,0.9617810000,0.0000000000,,
43.8069300000,946309,True,1.0000000000,3.9704130000,-0.0287809600,0.0001728058,-0.0265270900,0.0112458200,0.2560752000,0.9665914000,True,1.0000000000,4.4005740000,0.0347270400,-0.0045487670,-0.0285948300,0.0343629300,0.2843029000,0.9581185000,0.0044088440,-0.0022947240,-0.0276077100,0.0233308200,0.2708756000,0.9623316000,0.0000000000,,
43.8177300000,946326,True,1.0000000000,3.9984890000,-0.0287814600,0.0001718292,-0.0265265800,0.0111237700,0.2572810000,0.9662726000,True,1.0000000000,4.3732760000,0.0347249000,-0.0045429230,-0.0285947300,0.0361942800,0.2841526000,0.9580957000,0.0042561190,-0.0022808990,-0.0276024800,0.0241703300,0.2713058000,0.9621896000,0.0000000000,,
43.8292200000,946334,True,1.0000000000,4.0108340000,-0.0287819800,0.0001728058,-0.0265270900,0.0113831600,0.2580743000,0.9660580000,True,1.0000000000,4.3455200000,0.0347227600,-0.0045370940,-0.0285948300,0.0352787600,0.2829778000,0.9584774000,0.0039774930,-0.0022568360,-0.0275937500,0.0237121900,0.2709659000,0.9622968000,0.0000000000,,
43.8409800000,946343,True,1.0000000000,4.0160980000,-0.0287846500,0.0001741638,-0.0265265800,0.0117188600,0.2589136000,0.9658294000,True,1.0000000000,4.3508000000,0.0347223500,-0.0045357210,-0.0285949600,0.0329898400,0.2818632000,0.9588873000,0.0034938050,-0.0022196960,-0.0275778700,0.0225373700,0.2706163000,0.9624234000,0.0000000000,,
43.8514800000,946359,True,1.0000000000,4.0121610000,-0.0287873200,0.0001755371,-0.0265260800,0.0120393300,0.2597992000,0.9655876000,True,1.0000000000,4.3542480000,0.0347219300,-0.0045349120,-0.0285950800,0.0307009400,0.2809319000,0.9592365000,0.0026541290,-0.0021564490,-0.0275503700,0.0212708200,0.2702950000,0.9625425000,0.0000000000,,
