unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,
2269.8480000000,2964833,True,1.0000000000,3.3032680000,-0.0330047300,0.0027636870,-0.0407462200,-0.0753338200,0.2237736000,0.9717254000,True,1.0000000000,-1.0000000000,0.0281814600,0.0011131290,-0.0382264300,0.0000000000,0.0000000000,0.0000000000,-0.0330047300,0.0027636870,-0.0407462200,-0.0753338200,0.2237736000,0.9717254000,0.0000000000,
2269.8660000000,2964916,True,1.0000000000,3.2749180000,-0.0327107600,0.0028967590,-0.0413815200,-0.0290226800,0.2083163000,0.9776308000,True,1.0000000000,-1.0000000000,0.0287444200,0.0018767550,-0.0407000900,0.0000000000,0.0000000000,0.0000000000,-0.0327107600,0.0028967590,-0.0413815200,-0.0290226800,0.2083163000,0.9776308000,0.0000000000,
2269.9740000000,2965191,True,1.0000000000,3.3777920000,-0.0326463700,0.0030945130,-0.0410752700,0.0056152870,0.2222006000,0.9749848000,True,1.0000000000,-1.0000000000,0.0288651900,0.0021784970,-0.0405538000,0.0000000000,0.0000000000,0.0000000000,-0.0326463700,0.0030945130,-0.0410752700,0.0056152870,0.2222006000,0.9749848000,0.0000000000,
2269.9990000000,2965333,True,1.0000000000,1.3633420000,-0.0319536000,0.0167140000,-0.0894806200,0.0539402900,-0.0055695070,0.9985287000,True,1.0000000000,-1.0000000000,0.0294350300,0.0037234040,-0.0487560000,0.0000000000,0.0000000000,0.0000000000,-0.0319536000,0.0167140000,-0.0894806200,0.0539402900,-0.0055695070,0.9985287000,0.0000000000,
2270.0190000000,2965366,True,1.0000000000,3.2574310000,-0.0320012100,0.0028450780,-0.0415703800,0.0890972100,0.0627144300,0.9940466000,True,1.0000000000,-1.0000000000,0.0292828200,0.0017195130,-0.0400805400,0.0000000000,0.0000000000,0.0000000000,-0.0320012100,0.0028450780,-0.0415703800,0.0890972100,0.0627144300,0.9940466000,0.0000000000,
2270.0430000000,2965383,True,0.7041603000,3.3664700000,-0.0323076800,0.0032106780,-0.0428671100,0.0502171200,0.0486607100,0.9975522000,True,0.5381356000,-1.0000000000,0.0289675100,0.0018894200,-0.0403419400,0.0000000000,0.0000000000,0.0000000000,-0.0323076800,0.0032106780,-0.0428671100,0.0502171200,0.0486607100,0.9975522000,0.0000000000,
2270.0990000000,2965416,True,0.7812399000,3.4501040000,-0.0326634400,0.0030766910,-0.0427622900,0.0295257900,0.0605622000,0.9977276000,True,0.5885005000,3.8129120000,0.0287490200,0.0020164190,-0.0415214700,0.0572816000,0.0622407200,0.9964160000,0.0003041687,0.0025075070,-0.0420961900,0.0444337200,0.0614778300,0.9971189000,0.0000000000,
2270.1100000000,2965441,True,0.8669957000,3.5069270000,-0.0328148200,0.0031374820,-0.0426168400,0.0040588530,0.0730746200,0.9973182000,True,0.6837391000,3.9175420000,0.0286384600,0.0017492980,-0.0407644500,0.0458988300,0.0883186300,0.9950342000,0.0002132263,0.0023914030,-0.0416212600,0.0265506800,0.0812847600,0.9963372000,0.0000000000,
2270.1230000000,2965474,True,0.9532214000,3.4569400000,-0.0332008500,0.0029508060,-0.0419489400,-0.0218811900,0.0766909700,0.9968148000,True,0.7818869000,3.8757780000,0.0283067300,0.0015380100,-0.0394899300,0.0208283200,0.0880435200,0.9958988000,-0.0014169920,0.0022207490,-0.0406782600,0.0001831059,0.0825807600,0.9965844000,0.0000000000,
2270.1320000000,2965491,True,0.9758676000,3.4427800000,-0.0331547700,0.0028395840,-0.0418172300,-0.0373387300,0.0771494300,0.9963201000,True,0.8366562000,3.8749540000,0.0283808100,0.0017297820,-0.0405324300,0.0105592000,0.0772103000,0.9969589000,-0.0026303410,0.0022890780,-0.0411799000,-0.0135804000,0.0771946700,0.9969236000,0.0000000000,
2270.1430000000,2965508,True,0.9581826000,3.3175510000,-0.0323485400,0.0032821050,-0.0430176600,0.0370945800,0.0646217800,0.9972201000,True,0.8768198000,3.5247340000,0.0291838600,0.0022317350,-0.0422043900,0.0873270300,0.0863809700,0.9924275000,-0.0025132140,0.0027728120,-0.0426233400,0.0614777200,0.0752106500,0.9952707000,0.0000000000,
2270.1560000000,2965524,True,0.9667122000,3.3794100000,-0.0310264800,0.0034426270,-0.0432133700,0.1654973000,0.1099704000,0.9800597000,True,0.8839105000,3.6854250000,0.0301917300,0.0017781680,-0.0408053500,0.2334010000,0.1332565000,0.9632065000,-0.0028885650,0.0026775820,-0.0421065700,0.1968402000,0.1207592000,0.9729703000,0.0000000000,
