trial,timestamp,magnification,radial,response
0,404.9243,0.95,0,0
1,414.5644,1,0,1
2,422.2965,1,0,0
3,433.0951,1.04,0,1
4,438.3322,0.85,0,0
5,477.9777,1.12,0,1
6,482.2505,1.04,0,1
7,486.4191,0.9,0,0
8,490.573,1,0,0
9,495.9055,1.04,0,1
10,534.7784,0.95,0,0
11,539.0303,1.04,0,1
12,547.6266,1.08,0,0
13,552.1028,1.04,0,1
14,557.3224,1,0,0
15,598.5328,1.08,0,1
16,603.4654,0.95,0,1
17,617.0148,1.12,0,1
18,622.4794,0.85,0,0
19,627.2934,1.08,0,1
20,666.8029,1.08,0,1
21,671.5396,1,0,1
22,678.0686,1.04,0,1
23,682.8436,1.08,0,0
24,688.0962,1.16,0,0
25,727.9581,0.9,0,0
26,732.8077,1.12,0,0
27,737.9612,0.9,0,0
28,742.8813,0.8,0,0
29,748.3792,1,0,0
30,788.3476,1.12,0,1
31,793.5956,0.95,0,1
32,798.9489,1.12,0,0
33,804.7441,1.08,0,0
34,810.1464,1.12,0,1
35,850.5266,0.9,0,0
36,855.3893,0.95,0,0
37,860.9368,1.12,0,1
38,866.744,1.04,0,1
39,872.7305,0.95,0,0
40,912.6612,1,0,1
41,917.4258,0.95,0,0
42,922.6837,1.08,0,1
43,927.7881,1,0,1
44,933.6965,0.9,0,0
45,973.8624,1.2,0,0
46,978.8879,1.16,0,1
47,984.55,0.95,0,1
48,989.7604,0.8,0,0
49,995.7839,1.04,0,1
50,1036.966,0.9,0,0
51,1041.664,0.9,0,0
52,1047.206,0.9,0,0
53,1052.582,1.08,0,1
54,1057.841,1.12,0,1
55,1098.344,1.2,0,0
0,2277.726,0.9,0,1
1,2282.105,0.95,0,1
2,2287.031,1.04,0,1
3,2291.955,0.9,0,0
4,2297.394,1,0,1
5,2337.157,1.08,0,1
6,2341.939,1,0,0
7,2346.618,1.04,0,1
8,2352.096,0.9,0,0
9,2358.479,0.8,0,0
10,2399.299,1.12,0,1
11,2404.808,1.04,0,1
12,2410.597,1.08,0,0
13,2415.624,1.04,0,1
14,2422.405,0.9,0,0
15,2462.048,1.08,0,1
16,2467.498,0.95,0,0
17,2472.399,0.95,0,1
18,2477.074,1,0,0
19,2482.33,0.95,0,0
20,2522.274,1.12,0,1
21,2527.135,1.04,0,1
22,2532.396,0.95,0,1
23,2538.493,1.12,0,1
24,2544.246,1.08,0,1
25,2584.238,1.2,0,0
26,2589.14,1,0,1
27,2593.988,1.08,0,1
28,2599.286,1.04,0,1
29,2604.444,0.85,0,0
30,2643.448,1,0,1
31,2648.223,1.12,0,1
32,2652.747,1.12,0,0
33,2658.963,1.12,0,0
34,2663.644,0.95,0,0
35,2704.674,1.12,0,1
36,2709.533,0.95,0,0
37,2715.814,0.95,0,0
38,2720.738,0.9,0,0
39,2725.643,1.16,0,1
40,2765.97,1.04,0,1
41,2771.238,0.85,0,0
42,2775.68,0.9,0,1
43,2780.647,1.08,0,1
44,2785.431,1.04,0,1
45,2859.714,0.8,0,1
46,2865.056,1,0,1
47,2870.079,1.16,0,1
48,2875.166,1.08,0,1
49,2880.694,1,0,1
50,2919.919,0.9,0,0
51,2924.524,0.9,0,0
52,2930.125,1.2,0,0
53,2934.978,1.08,0,1
54,2940.206,1.12,0,1
55,2980.012,1,0,1
