time_s,head_amp,eye_amp,gain,phase,round
635.0,40.47526892151374,26.641922303160072,0.6582271844770659,adaptation,-1
645.0,43.68441373827941,24.430055172285098,0.5592396253421099,adaptation,-1
655.0,47.646657045852045,18.60085392325724,0.39039158414318526,adaptation,-1
665.0,48.07975891659431,43.59486597497129,0.9067197289944169,adaptation,-1
675.0,42.82568063059559,50.231049200376034,1.1729188762615925,adaptation,-1
685.0,41.67111530440036,44.93348345056393,1.0782884768581913,adaptation,-1
695.0,54.18996162411593,20.64485013328627,0.3809718537261111,adaptation,-1
705.0,49.918343137987854,22.657623801207873,0.45389374680517836,adaptation,-1
715.0,46.08680743033842,22.82479005145681,0.4952564806307566,adaptation,-1
725.0,43.849038152962585,18.5724171602892,0.423553581620225,adaptation,-1
735.0,55.186847468578385,13.271736898081473,0.24048731730215198,adaptation,-1
745.0,45.829631041945014,14.787278839323557,0.3226576017116454,adaptation,-1
755.0,49.454547039386874,21.292466403672464,0.4305461818650284,adaptation,-1
765.0,48.50976320383623,27.576388192794,0.5684708885697718,adaptation,-1
775.0,51.613629115325764,31.928492393697375,0.6186058399876548,adaptation,-1
785.0,54.562518480129356,30.80301518115261,0.5645453333018433,adaptation,-1
795.0,53.50084387568428,20.518038560381576,0.38350869021912504,adaptation,-1
805.0,44.4461136085799,21.332899654939688,0.4799722163069298,adaptation,-1
815.0,45.55008138019987,13.018407654459201,0.2858042677420586,adaptation,-1
825.0,49.50389769402769,21.90377378343247,0.442465640156553,adaptation,-1
835.0,58.21126459803348,31.529519802966952,0.5416394922990918,adaptation,-1
845.0,50.3842010956983,28.074211903309447,0.5572026804590212,adaptation,-1
855.0,60.62548172818423,34.84423262827945,0.5747456619727062,adaptation,-1
865.0,50.89178464292485,26.646583236129906,0.5235930204274023,adaptation,-1
875.0,50.90936394181713,21.65134926581743,0.4252920796763861,adaptation,-1
885.0,53.37343651572104,16.12510598655649,0.3021185638254129,adaptation,-1
895.0,60.820829247738274,13.269329788691087,0.21817081340081415,adaptation,-1
905.0,49.88462490966541,20.799156062076534,0.4169452230971188,adaptation,-1
915.0,44.62875990041244,43.38702981040294,0.9721764599155259,adaptation,-1
925.0,47.94682846933305,44.17818563666498,0.9213995387603476,adaptation,-1
935.0,51.71134305186829,22.998028275174125,0.44473856059213734,adaptation,-1
945.0,51.39896379975414,21.012258203755643,0.4088070390994176,adaptation,-1
955.0,47.98076550712352,18.428163751215102,0.3840739837399873,adaptation,-1
965.0,45.74896640355129,24.427340778407064,0.5339430089618566,adaptation,-1
975.0,48.506901472592396,34.626660163624145,0.713850176210267,adaptation,-1
985.0,41.930813428039194,32.12774816212704,0.766208559661358,adaptation,-1
995.0,45.895917483766745,23.439548729608735,0.5107109741928405,adaptation,-1
1005.0,43.73603636348019,43.026872326627775,0.9837853610931107,adaptation,-1
1015.0,41.72139278382605,39.06495317431574,0.9363290764698508,adaptation,-1
1025.0,49.91606405607175,37.15095821965514,0.744268582112618,adaptation,-1
1035.0,50.31035619081507,40.002688312917,0.7951183680989344,adaptation,-1
1045.0,50.07707479166113,28.852422959671323,0.5761603104755602,adaptation,-1
1055.0,43.85396049496351,30.60600721195281,0.6979074835320248,adaptation,-1
1065.0,35.61124800533477,18.275036451970223,0.5131815781696984,adaptation,-1
1075.0,42.02810452272421,23.5138150133429,0.5594783605011069,adaptation,-1
1085.0,37.78564582140261,37.296166129167496,0.9870458825939171,adaptation,-1
1095.0,47.25089620019528,37.6637908144201,0.7971021471178878,adaptation,-1
1105.0,45.59138037894466,62.60873286862833,1.373258110376117,adaptation,-1
1115.0,46.66899039930792,47.16352834845477,1.0105967141117795,adaptation,-1
1125.0,47.246674786599996,41.83244186850036,0.8854049953239205,adaptation,-1
1135.0,51.894081754980775,28.772094632129104,0.5544388427176972,adaptation,-1
1145.0,56.58264322231118,22.61888697845613,0.39974956435999875,adaptation,-1
