phase,topup_round,t_within_phase,amplitude_deg,duration_ms,peak_velocity
baseline,0,47.983000000000004,2.9876395923136494,33.00000000001546,104.45760566687159
baseline,0,49.04720000000003,4.509238545956817,46.599999999955344,192.57504535474024
baseline,0,50.0265,19.142992243540522,66.599999999994,1798.4684107561218
baseline,0,50.17130000000003,7.146727567005284,21.89999999995962,434.3626762905448
baseline,0,51.19350000000003,3.645833292915011,21.59999999997808,196.41093962803086
baseline,0,52.360000000000014,11.667796637870989,98.99999999998954,287.49021602207574
baseline,0,52.93639999999999,5.451180907602568,43.90000000000782,175.10618936723156
baseline,0,53.45819999999998,5.830633277990042,22.40000000000464,286.60150142192913
baseline,0,54.78019999999998,7.677372859757112,21.800000000041564,473.9407897321145
baseline,0,54.86880000000002,3.881372313786443,22.199999999998,289.82956603056135
baseline,0,55.99470000000002,160.44124811997844,195.99999999996953,3442.602766679379
baseline,0,56.223900000000015,7.388617815884224,44.29999999996426,9442.370234113996
baseline,0,56.2792,11.170725356865088,33.50000000000364,482.3810734598399
baseline,0,56.34570000000002,9.400634803056791,55.799999999976535,1792.7942010230204
baseline,0,56.946000000000026,30.906652702362713,111.79999999995971,617.7200233971358
baseline,0,57.15750000000003,23.230374696858366,110.79999999998336,434.7310761396167
baseline,0,57.27940000000001,17.47279255764621,77.20000000000482,373.87164870103874
baseline,0,58.59300000000002,15.919265354699455,107.79999999999745,382.42346831925227
baseline,0,59.11250000000001,8.281229487733263,21.500000000003183,530.1325395112555
baseline,0,59.20060000000001,2.472938108010725,22.1000000000231,132.17056764754932
baseline,0,60.01159999999999,17.583291370392832,44.399999999996,648.1413304549199
baseline,0,60.5779,5.593933489872935,21.900000000016462,326.0357589629524
baseline,0,60.75670000000002,6.0476284925608015,22.40000000000464,477.8782390332776
baseline,0,61.389099999999985,7.736984007293304,33.2000000000221,392.05028998619235
baseline,0,62.74310000000003,3.5663209328175824,22.199999999998,220.9687858499454
baseline,0,62.7765,6.489667420267063,22.199999999998,294.96497832806824
baseline,0,62.9101,7.619136753964798,33.2000000000221,324.45083875314833
baseline,0,62.95479999999998,2.4980909403558664,21.800000000041564,125.65575562551341
baseline,0,63.01030000000003,15.509691008688753,55.29999999998836,370.99382036602003
baseline,0,63.11079999999998,4.462586255960888,21.200000000021646,286.96668927960695
baseline,0,64.14260000000002,7.974044205907624,45.000000000015916,260.9320677253081
baseline,0,64.89789999999999,13.822962612974127,244.59999999999127,446.3715162427694
baseline,0,65.38729999999998,11.843993682536414,45.000000000015916,263.1998596118272
baseline,0,65.9538,2.9203112574231582,21.900000000016462,158.40185512832429
baseline,0,66.74150000000003,2.0338485687708996,22.399999999947795,655.5855300503111
baseline,0,66.9094,10.904106817716183,44.80000000000928,426.10476308100004
baseline,0,66.97640000000001,2.2775054707734106,22.40000000000464,135.14696692941266
baseline,0,67.11900000000003,9.45634150316391,55.89999999995143,169.16532206032426
baseline,0,68.25200000000001,4.030465339184685,22.199999999998,220.29529450198123
baseline,0,68.84960000000001,11.349273776604628,28.799999999989723,525.4708498341804
baseline,0,69.39609999999999,14.062720202199987,44.399999999996,586.4433442409904
baseline,0,70.93959999999998,5.311955921644399,66.90000000003238,462.0456630499392
baseline,0,71.0618,6.580977986524774,55.60000000002674,372.8053785460313
baseline,0,71.1952,10.173796771282815,33.40000000002874,654.0369402417447
baseline,0,71.30650000000003,4.258606534309795,33.50000000000364,164.1056858130945
baseline,0,71.38409999999999,4.983230211489722,22.30000000002974,412.8599870266207
baseline,0,71.49529999999999,3.656252367689338,22.1000000000231,212.5732487133378
baseline,0,71.85070000000002,6.37599939938822,22.299999999972897,332.1785390147722
baseline,0,73.17680000000001,9.206291461291228,84.09999999997808,417.7961393536795
baseline,0,73.47250000000003,12.693644644344971,110.50000000000182,316.05898883967143
baseline,0,74.16090000000003,17.050294628142698,111.79999999995971,745.1349579762898
baseline,0,74.88240000000002,13.771223136380353,33.3999999999719,609.2031144054359
baseline,0,75.0385,12.331615785878867,132.69999999999982,505.77672517018675
baseline,0,75.2156,27.62068802083531,77.80000000002474,1084.678655336469
baseline,0,75.40469999999999,9.348599601746766,22.1000000000231,492.2850532677082
baseline,0,75.5822,4.564313815068434,30.799999999999272,152.20376882144458
baseline,1,104.0838,3.6374169837464545,44.3000000000211,287.28749089661267
baseline,1,104.99450000000002,5.729561295533598,33.19999999996526,289.169823826728
baseline,1,105.42720000000003,2.328041322574178,22.499999999979536,254.39244516811797
baseline,1,106.32069999999999,2.1237760367923464,40.09999999999536,406.0696476964024
baseline,1,107.14960000000002,6.373599647837446,34.09999999996671,307.20590230813457
baseline,1,107.20670000000001,6.1806367126560975,40.899999999965075,168.93328948476122
baseline,1,107.29329999999999,7.918839907038846,33.70000000001028,347.3564401497023
baseline,1,107.43799999999999,13.582454247353644,44.3000000000211,397.11857061915885
baseline,1,107.53789999999998,3.190119264055002,22.1000000000231,160.94810521286763
baseline,1,107.75049999999999,5.310357696091317,31.80000000003247,180.82731624025206
baseline,1,107.81549999999999,7.321067168796437,22.40000000000464,426.76499194313243
baseline,1,107.8494,3.237238100168234,22.1000000000231,273.5719575812021
baseline,1,108.60500000000002,12.594065913584785,54.69999999996844,474.05133108067065
baseline,1,109.01479999999998,7.298498735173369,44.3000000000211,164.75166445078764
baseline,1,110.91410000000002,10.328254664742724,21.89999999995962,664.0094513404217
baseline,1,111.1694,14.581467604122677,33.60000000003538,584.0062843108956
