unity_timestamp,eye_timestamp,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,messages,
35.6260500000,37519,-0.6044245000,1.4653340000,-0.6830542000,-0.0197304500,0.1203874000,-0.0051837770,0.9925174000,-0.6044245000,1.4653340000,-0.6830542000,-0.0197304500,0.1203874000,-0.0051837770,0.9925174000,-0.6044245000,1.4653340000,-0.6830542000,-0.0197304500,0.1203874000,-0.0051837770,0.9925174000,
35.6332800000,37526,-0.6059265000,1.4661270000,-0.6833422000,-0.0227897900,0.1133155000,-0.0060889420,0.9932790000,-0.6059265000,1.4661270000,-0.6833422000,-0.0227897900,0.1133155000,-0.0060889420,0.9932790000,-0.6059265000,1.4661270000,-0.6833422000,-0.0227897900,0.1133155000,-0.0060889420,0.9932790000,
35.6383600000,37526,-0.6059213000,1.4660450000,-0.6833651000,-0.0227292100,0.1133985000,-0.0061613970,0.9932705000,-0.6059213000,1.4660450000,-0.6833651000,-0.0227292100,0.1133985000,-0.0061613970,0.9932705000,-0.6059213000,1.4660450000,-0.6833651000,-0.0227292100,0.1133985000,-0.0061613970,0.9932705000,
35.6492800000,37537,-0.6064630000,1.4662210000,-0.6834362000,-0.0235895900,0.1114067000,-0.0064612720,0.9934739000,-0.6064630000,1.4662210000,-0.6834362000,-0.0235895900,0.1114067000,-0.0064612720,0.9934739000,-0.6064630000,1.4662210000,-0.6834362000,-0.0235895900,0.1114067000,-0.0064612720,0.9934739000,
35.6605500000,37549,-0.6069956000,1.4663260000,-0.6835585000,-0.0244668600,0.1096240000,-0.0066641080,0.9936496000,-0.6069956000,1.4663260000,-0.6835585000,-0.0244668600,0.1096240000,-0.0066641080,0.9936496000,-0.6069956000,1.4663260000,-0.6835585000,-0.0244668600,0.1096240000,-0.0066641080,0.9936496000,
35.6715400000,37560,-0.6074979000,1.4664920000,-0.6836336000,-0.0252131400,0.1080346000,-0.0068691190,0.9938036000,-0.6074979000,1.4664920000,-0.6836336000,-0.0252131400,0.1080346000,-0.0068691190,0.9938036000,-0.6074979000,1.4664920000,-0.6836336000,-0.0252131400,0.1080346000,-0.0068691190,0.9938036000,
35.6831800000,37571,-0.6079984000,1.4666220000,-0.6837125000,-0.0259017900,0.1069015000,-0.0068325900,0.9939087000,-0.6079984000,1.4666220000,-0.6837125000,-0.0259017900,0.1069015000,-0.0068325900,0.9939087000,-0.6079984000,1.4666220000,-0.6837125000,-0.0259017900,0.1069015000,-0.0068325900,0.9939087000,
35.6935700000,37583,-0.6085308000,1.4666810000,-0.6837695000,-0.0263668000,0.1057662000,-0.0067581490,0.9940184000,-0.6085308000,1.4666810000,-0.6837695000,-0.0263668000,0.1057662000,-0.0067581490,0.9940184000,-0.6085308000,1.4666810000,-0.6837695000,-0.0263668000,0.1057662000,-0.0067581490,0.9940184000,
35.7049400000,37593,-0.6090372000,1.4667740000,-0.6838412000,-0.0265578400,0.1048001000,-0.0065432960,0.9941171000,-0.6090372000,1.4667740000,-0.6838412000,-0.0265578400,0.1048001000,-0.0065432960,0.9941171000,-0.6090372000,1.4667740000,-0.6838412000,-0.0265578400,0.1048001000,-0.0065432960,0.9941171000,
35.7161200000,37604,-0.6095223000,1.4667540000,-0.6839249000,-0.0263125800,0.1039927000,-0.0063537910,0.9942096000,-0.6095223000,1.4667540000,-0.6839249000,-0.0263125800,0.1039927000,-0.0063537910,0.9942096000,-0.6095223000,1.4667540000,-0.6839249000,-0.0263125800,0.1039927000,-0.0063537910,0.9942096000,
35.7270200000,37616,-0.6100130000,1.4667130000,-0.6839840000,-0.0262016900,0.1031241000,-0.0062231550,0.9943039000,-0.6100130000,1.4667130000,-0.6839840000,-0.0262016900,0.1031241000,-0.0062231550,0.9943039000,-0.6100130000,1.4667130000,-0.6839840000,-0.0262016900,0.1031241000,-0.0062231550,0.9943039000,
35.7382300000,37627,-0.6105118000,1.4665840000,-0.6840489000,-0.0259732000,0.1024302000,-0.0063820330,0.9943806000,-0.6105118000,1.4665840000,-0.6840489000,-0.0259732000,0.1024302000,-0.0063820330,0.9943806000,-0.6105118000,1.4665840000,-0.6840489000,-0.0259732000,0.1024302000,-0.0063820330,0.9943806000,
35.7495500000,37637,-0.6109626000,1.4665230000,-0.6841092000,-0.0257247100,0.1020083000,-0.0065083270,0.9944296000,-0.6109626000,1.4665230000,-0.6841092000,-0.0257247100,0.1020083000,-0.0065083270,0.9944296000,-0.6109626000,1.4665230000,-0.6841092000,-0.0257247100,0.1020083000,-0.0065083270,0.9944296000,
35.7605300000,37649,-0.6114168000,1.4664800000,-0.6842012000,-0.0257854700,0.1017295000,-0.0066847870,0.9944554000,-0.6114168000,1.4664800000,-0.6842012000,-0.0257854700,0.1017295000,-0.0066847870,0.9944554000,-0.6114168000,1.4664800000,-0.6842012000,-0.0257854700,0.1017295000,-0.0066847870,0.9944554000,
