phase,trial,magnification,head_amp,eye_amp,gain_paired,gain_lstsq,offset_lstsq,r_squared
baseline,0,0.8,20.955317628405485,17.448338224024035,0.8326448939324285,0.806754688318277,-1.410404135825387,0.9706124059827983
baseline,1,0.95,27.52067550513067,25.919609608921366,0.941823161429638,0.8544742838274806,-3.824576323212883,0.9657430440524857
baseline,2,1.12,22.624904973347228,22.258881215504545,0.9838220864010757,0.3682064709237506,-2.7888085192454573,0.21266122539557353
baseline,3,0.95,21.670901082969586,18.711325973158566,0.8634309160251371,0.8429768489840636,-2.997701766623318,0.9829321662280863
baseline,4,1.12,26.743188336971766,26.994443707598954,1.0093951165231796,0.9278898795970115,-1.4354785317854508,0.949244693197141
baseline,5,0.85,30.126311213926652,20.858793192894893,0.6923779365079514,0.5079725482167013,0.057020140895898734,0.7297542420909127
baseline,6,1.04,28.15332351972836,24.37057742193665,0.8656376716894203,0.7285172507146016,-2.3858588451522906,0.753802275701343
baseline,7,1.12,27.04944197233372,28.08413200624902,1.0382518070048758,1.0241602172857602,-2.320650817658335,0.9869987522588527
baseline,8,0.95,28.7290228028702,27.275566319355516,0.9494080779047773,0.9628379594546311,-3.1145853716115814,0.9808997956267482
baseline,9,1.0,27.66789423221139,25.468128371869163,0.9204939182620836,0.890068852915897,-0.8858058846393456,0.9577689732669232
baseline,10,1.0,30.261873971758074,27.853623774744037,0.9204196607499741,0.9168019859052139,-2.4055536925247205,0.984982862290672
baseline,11,0.9,32.615308136012565,24.757715777942497,0.7590826882486504,0.7613735728385587,-3.6390138651672523,0.9502246256723722
baseline,12,1.12,30.25623902377984,28.7064248782646,0.9487770391985214,0.9339701883837549,-3.6771889273242753,0.9282542566662896
baseline,13,1.16,32.66697233251973,30.000737842410846,0.918381340548825,0.9483846191159777,-3.1386165307924547,0.9687055562333581
baseline,14,1.12,31.705723460750292,25.781100845081653,0.8131371257620741,0.9102560316511723,-1.6439326881470913,0.9154126150968159
baseline,15,0.9,33.56407564743533,27.86850813047127,0.8303076307897886,0.8400528296708631,-0.2981899548601885,0.9791576851246956
baseline,16,1.0,29.701731991830563,24.968356188558545,0.8406363708158862,0.8624421820406829,-2.6378048750001137,0.9702993440457783
baseline,17,1.12,30.45322195018941,21.93936391425195,0.7204283326781288,0.6702159863947696,-2.392337661536955,0.8685865923801149
