trial,timestamp,magnification,radial,response
0,752.1299,0.8,0,0
1,758.7734,0.95,0,1
2,766.725,1.12,0,1
3,772.2117,0.95,0,1
4,777.4744,1.12,0,0
5,818.716,0.85,0,0
6,823.3936,1.04,0,1
7,828.2358,1.12,0,0
8,836.3908,0.95,0,0
9,841.4173,1,0,1
10,880.6503,1,0,1
11,885.1926,0.9,0,0
12,889.4907,1.12,0,0
13,893.9888,1.16,0,0
14,898.6431,1.12,0,0
15,938.8671,0.9,0,0
16,943.4376,1,0,1
17,948.2021,1.12,0,0
18,952.6563,1.04,0,1
19,957.5204,1.04,0,1
20,997.3575,1.08,0,1
21,1002.166,1.08,0,1
22,1006.664,1.04,0,1
23,1011.074,1.04,0,1
24,1017.199,1.04,0,1
25,1057.887,0.9,0,0
26,1063.751,1,0,1
27,1069.315,0.9,0,0
28,1074.869,1.04,0,1
29,1080.089,1,0,1
30,1121.925,1.08,0,1
31,1126.712,1.16,0,0
32,1132.621,1.04,0,1
33,1138,1,0,1
34,1142.989,0.9,0,0
35,1191.333,1.2,0,0
36,1206.532,0.85,0,0
37,1215.43,0.9,0,0
38,1222.526,0.95,0,0
39,1227.635,1.12,0,0
40,1296.174,0.95,0,0
41,1302.685,1.08,0,0
42,1308.178,1.08,0,1
43,1313.941,0.95,0,0
44,1326.922,1.2,0,0
45,1378.289,1.08,0,1
46,1383.097,1.08,0,1
47,1388.261,1.08,0,1
48,1393.303,1,0,1
49,1398.723,0.9,0,0
50,1439.783,1,0,1
51,1445.1,0.9,0,0
52,1450.497,0.95,0,0
53,1455.606,0.95,0,0
54,1460.815,1.12,0,0
55,1515.555,0.8,0,0
0,2820.954,0.9,0,0
1,2825.945,1,0,1
2,2830.793,1.04,0,1
3,2846.72,1,0,0
4,2865.851,0.95,0,0
5,2906.677,1,0,1
6,2911.798,0.9,0,0
7,2917.02,1.12,0,1
8,2922.717,0.95,0,0
9,2929.746,1.04,0,1
10,2971.411,0.9,0,0
11,2976.858,1,0,1
12,2982.252,1.04,0,1
13,2988.141,0.85,0,0
14,2994.601,0.8,0,0
15,3034.638,0.95,0,0
16,3039.717,0.9,0,0
17,3044.046,1.12,0,1
18,3061.007,1.08,0,0
19,3067.299,0.95,0,0
20,3110.763,1.12,0,1
21,3116.025,0.95,0,1
22,3122.355,1.12,0,1
23,3128.176,0.9,0,0
24,3133.28,1.12,0,1
25,3175.24,1,0,1
26,3182.406,1.08,0,1
27,3186.804,0.9,0,0
28,3195.632,1.08,0,0
29,3201.848,1,0,0
30,3241.988,1.08,0,0
31,3246.656,1,0,1
32,3251.189,1.08,0,1
33,3256.404,1.2,0,0
34,3261.69,1.08,0,1
35,3301.788,1.16,0,0
36,3306.12,1.16,0,0
37,3311.151,1.04,0,1
38,3317.004,1,0,1
39,3322.469,1.04,0,1
40,3362.644,1.04,0,1
41,3367.343,1.04,0,1
42,3371.972,0.95,0,0
43,3377.512,1.12,0,1
44,3381.609,0.95,0,0
45,3422.292,1.08,0,1
46,3426.768,0.85,0,0
47,3432.589,0.9,0,0
48,3437.065,1.12,0,1
49,3443.999,0.8,0,0
50,3483.867,1.08,0,1
51,3488.405,1.04,0,1
52,3493.072,1.12,0,1
53,3498.399,1.2,0,0
54,3504.745,0.95,0,0
55,3547.712,0.9,0,0
