unity_timestamp,eye_timestamp,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,messages,
2812.4910000000,3868957,0.2702420000,1.2582200000,0.0174932500,-0.0528119400,0.2875226000,-0.0011919140,0.9563160000,0.2702420000,1.2582200000,0.0174932500,-0.0528119400,0.2875226000,-0.0011919140,0.9563160000,0.2702420000,1.2582200000,0.0174932500,-0.0528119400,0.2875226000,-0.0011919140,0.9563160000,,
2812.5000000000,3868957,0.2711332000,1.2583990000,0.0170669600,-0.0528978100,0.2903053000,-0.0017867300,0.9554693000,0.2711332000,1.2583990000,0.0170669600,-0.0528978100,0.2903053000,-0.0017867300,0.9554693000,0.2711332000,1.2583990000,0.0170669600,-0.0528978100,0.2903053000,-0.0017867300,0.9554693000,,
2812.5160000000,3868966,0.2722793000,1.2584160000,0.0165543600,-0.0521852900,0.2942997000,-0.0028166650,0.9542832000,0.2722793000,1.2584160000,0.0165543600,-0.0521852900,0.2942997000,-0.0028166650,0.9542832000,0.2722793000,1.2584160000,0.0165543600,-0.0521852900,0.2942997000,-0.0028166650,0.9542832000,,
2812.5230000000,3868982,0.2753022000,1.2587530000,0.0151674700,-0.0516123400,0.3039382000,-0.0047697780,0.9512807000,0.2753022000,1.2587530000,0.0151674700,-0.0516123400,0.3039382000,-0.0047697780,0.9512807000,0.2753022000,1.2587530000,0.0151674700,-0.0516123400,0.3039382000,-0.0047697780,0.9512807000,,
2812.5400000000,3869007,0.2756824000,1.2585860000,0.0150518400,-0.0506494500,0.3053790000,-0.0048913100,0.9508703000,0.2756824000,1.2585860000,0.0150518400,-0.0506494500,0.3053790000,-0.0048913100,0.9508703000,0.2756824000,1.2585860000,0.0150518400,-0.0506494500,0.3053790000,-0.0048913100,0.9508703000,,
2812.5450000000,3869007,0.2768462000,1.2586000000,0.0145657100,-0.0501005600,0.3091962000,-0.0055512280,0.9496614000,0.2768462000,1.2586000000,0.0145657100,-0.0501005600,0.3091962000,-0.0055512280,0.9496614000,0.2768462000,1.2586000000,0.0145657100,-0.0501005600,0.3091962000,-0.0055512280,0.9496614000,,
2812.5560000000,3869016,0.2780850000,1.2585340000,0.0140600200,-0.0495055000,0.3130665000,-0.0063660300,0.9484187000,0.2780850000,1.2585340000,0.0140600200,-0.0495055000,0.3130665000,-0.0063660300,0.9484187000,0.2780850000,1.2585340000,0.0140600200,-0.0495055000,0.3130665000,-0.0063660300,0.9484187000,,
2812.5690000000,3869057,0.2792726000,1.2584400000,0.0135898600,-0.0490289900,0.3170178000,-0.0076564520,0.9471205000,0.2792726000,1.2584400000,0.0135898600,-0.0490289900,0.3170178000,-0.0076564520,0.9471205000,0.2792726000,1.2584400000,0.0135898600,-0.0490289900,0.3170178000,-0.0076564520,0.9471205000,,
2812.5790000000,3869057,0.2804680000,1.2583500000,0.0131385300,-0.0486786700,0.3212578000,-0.0089509090,0.9456975000,0.2804680000,1.2583500000,0.0131385300,-0.0486786700,0.3212578000,-0.0089509090,0.9456975000,0.2804680000,1.2583500000,0.0131385300,-0.0486786700,0.3212578000,-0.0089509090,0.9456975000,,
2812.5900000000,3869066,0.2817252000,1.2582290000,0.0126161600,-0.0483816400,0.3261135000,-0.0103570500,0.9440349000,0.2817252000,1.2582290000,0.0126161600,-0.0483816400,0.3261135000,-0.0103570500,0.9440349000,0.2817252000,1.2582290000,0.0126161600,-0.0483816400,0.3261135000,-0.0103570500,0.9440349000,,
