trial,timestamp,magnification,radial,response
0,125.3533,1.16,0,0
1,131.4975,1.12,0,0
2,136.9906,0.85,0,0
3,141.8208,0.9,0,0
4,197.0156,1.04,0,1
5,201.0529,0.8,0,0
6,205.9453,1,0,1
7,210.079,1.2,0,0
8,264.6815,0.8,0,0
9,268.6426,1.12,0,0
10,272.5407,0.85,0,0
11,276.6835,0.9,0,0
12,331.467,0.85,0,0
13,335.3432,0.9,0,0
14,339.5746,1.16,0,0
15,343.4883,1.04,0,1
16,397.4175,1.04,0,1
17,401.3062,0.85,0,0
18,405.1151,1,0,1
19,408.9127,1.2,0,0
20,463.2156,1.2,0,0
21,467.19,1.12,0,0
22,471.1863,1.04,0,1
23,474.907,1.2,0,0
24,529.3445,0.85,0,0
25,533.3052,1.08,0,0
26,536.9944,0.95,0,0
27,541.7065,1,0,1
28,595.5806,0.95,0,0
29,600.1198,0.9,0,0
30,603.7535,1.2,0,0
31,607.5166,1,0,1
32,661.954,1.16,0,0
33,665.9633,0.95,0,1
34,669.6847,1.2,0,0
35,674.4709,0.95,0,1
36,728.5397,1.16,0,0
37,732.5372,1.12,0,0
38,737.2238,0.95,0,1
39,741.3396,1.04,0,1
40,795.3226,1.12,0,0
41,799.099,0.95,0,0
42,802.827,1.16,0,0
43,806.6289,0.8,0,0
44,860.2783,0.8,0,0
45,863.9896,1,0,1
46,867.8202,0.8,0,0
47,871.9976,0.85,0,0
48,926.0447,1.08,0,0
49,929.7185,0.9,0,0
50,934.3168,1.08,0,1
51,937.904,1.12,0,0
52,991.9213,1,0,1
53,997.7909,1.08,0,1
54,1001.684,0.9,0,0
55,1005.624,1.08,0,0
56,1061.423,1.08,0,0
57,1065.243,1.04,0,1
58,1069.164,0.8,0,0
59,1074.195,1.16,0,0
0,1479.003,0.8,0,0
1,1483.956,0.85,0,0
2,1488.301,1,0,1
3,1494.751,1.12,0,1
4,1548.522,1.12,0,0
5,1552.6,1.16,0,0
6,1556.676,1.12,0,0
7,1562.583,0.95,0,1
8,1616.516,1,0,1
9,1622.482,0.9,0,0
10,1627.111,1.2,0,0
11,1631.459,0.8,0,0
12,1685.808,1.12,0,0
13,1692.469,0.85,0,0
14,1696.842,0.85,0,0
15,1701.21,1.08,0,1
16,1754.901,1.08,0,1
17,1760.543,1.04,0,1
18,1764.83,0.8,0,0
19,1769.939,0.9,0,0
20,1823.622,0.8,0,0
21,1827.851,0.85,0,0
22,1833.617,0.85,0,0
23,1837.63,1.16,0,0
24,1894.852,1.12,0,0
25,1899.039,1,0,1
26,1902.906,0.95,0,1
27,1907.85,1.2,0,0
28,1966.995,1.16,0,0
29,1971.564,0.85,0,0
30,1976.629,1.04,0,1
31,1980.564,1.04,0,1
32,2034.302,1.04,0,1
33,2038.146,1.16,0,0
34,2042.038,0.8,0,0
35,2045.741,1.12,0,0
36,2099.518,1.2,0,0
37,2103.307,1.2,0,0
38,2108.023,0.95,0,1
39,2111.724,0.8,0,0
40,2164.927,1,0,1
41,2169.273,0.95,0,1
42,2172.856,1.08,0,0
43,2176.721,1.08,0,0
44,2230.292,1.2,0,0
45,2234.573,1.04,0,1
46,2238.144,0.95,0,0
47,2241.684,1.08,0,1
48,2295.354,0.95,0,0
49,2300.537,0.9,0,1
50,2305.02,1,0,1
51,2308.742,1.16,0,0
52,2362.757,1,0,1
53,2367.687,0.9,0,0
54,2371.482,0.9,0,0
55,2375.307,1.16,0,0
56,2430.005,1.2,0,0
57,2435.902,1.04,0,1
58,2440.501,1.08,0,1
59,2445.065,0.9,0,0
