phase,trial,magnification,head_amp,eye_amp,gain_paired,gain_lstsq,offset_lstsq,r_squared
baseline,0,0.9,18.574460927770666,17.59946905750436,0.9475090085220942,0.9212800086353271,-1.673158113003023,0.9749839320442379
baseline,1,1.04,18.434577592587992,20.222224667029096,1.0969724999372845,1.0072334523307473,-0.5934813981558079,0.9239425216846251
baseline,2,0.8,17.593035275590577,14.84426997359654,0.8437583248748551,0.817393222483636,-1.4137684278079452,0.9279577914271058
baseline,3,0.95,18.308365776882727,18.07509705908419,0.9872589000765389,0.9206020451223408,-0.2786210732313936,0.9727279120714375
baseline,4,0.85,16.75393058565448,14.665458292736282,0.875344338915523,0.8284355778004403,-0.8513393035116417,0.9790327501079938
baseline,5,1.0,15.315592093960158,16.385668969856116,1.0698684627620731,0.9811990357549987,-1.5158882718579594,0.9707825875495538
baseline,6,1.04,16.87285127541589,17.855147639629706,1.0582175678656662,1.0631531883281042,-0.6383163221100309,0.9818678852183753
baseline,7,1.12,19.266967212868604,21.71723000751238,1.1271742857904081,1.107825886897662,0.008715407960256077,0.96996446535598
baseline,8,1.04,17.497159868895316,16.096749474194098,0.9199635595036926,0.9009982030570107,-2.1229506529625364,0.9372332246956874
baseline,9,1.0,21.063275107382847,21.688145253980984,1.029666333626299,1.0016234524827883,-1.6587666764043294,0.9900613989412506
baseline,10,0.9,17.00745458430196,14.066450923698893,0.827075612871685,0.8425349139892687,-1.9559019154240773,0.9507238559843211
baseline,11,1.04,17.938907140006695,17.501253835367585,0.9756031233550972,0.9875470542207525,-0.7249467936851131,0.9251541112754377
baseline,12,1.16,18.180512281694412,21.627471686367034,1.1895963849238338,1.1968933462498006,-1.6312188033310124,0.9928371298714721
baseline,13,0.85,19.05549648795251,17.17107568980363,0.9011088060948571,0.8539822839796196,-1.782622808704552,0.9571580452022483
baseline,14,1.2,17.986847246782546,23.158087288718413,1.2875011930098472,1.2057533544785288,-2.081221065467545,0.9379343324938695
baseline,15,1.12,20.80347447903557,24.006394571786224,1.1539608249563482,1.1514035741942048,-1.3514051778172593,0.9830888757790434
baseline,16,1.0,17.512646631518642,17.897461855106926,1.0219735618313515,1.027628253595877,-1.253843270047074,0.9784053126910235
baseline,17,0.9,23.365797818292762,22.274825849968543,0.953309021296499,0.9597222062751066,-1.1141938064205437,0.9881485921710104
baseline,18,0.9,19.94520532359571,17.093501775682622,0.8570231039667741,0.8781142925207176,-1.8615566864581328,0.9568823709234808
baseline,19,1.12,20.760352004383073,23.90088472370073,1.1512755043197056,1.1325440486073,-0.796541948571472,0.9810887242447758
baseline,20,1.04,18.593213818713753,19.40372506173777,1.0435917776736505,0.985811963947385,-1.6413535443245406,0.9299290886066056
baseline,21,0.95,17.562347538416095,17.723089141453624,1.0091526262469137,1.0029425982070235,-1.6713762752918733,0.9832751562666179
baseline,22,1.12,20.288568661395423,21.529206143586844,1.0611495814661422,1.1736104285599624,-0.442254826031476,0.9842424495831368
baseline,23,0.9,18.303818220385786,17.689551150822734,0.9664404955202781,0.9493902107724188,-1.7175230146911271,0.9722586912270383
baseline,24,1.0,19.500345060028103,19.18331893680329,0.9837425377731056,1.0034798222900811,-2.2175283974901543,0.9575798758507509
baseline,25,1.08,18.816726908483542,20.250523694818096,1.076197990931575,1.1102731192931399,-1.0258411026153198,0.9811960540657196
baseline,26,0.9,19.821262301726577,18.097950466786838,0.9130574123531161,0.9707583792355123,-1.2201569321337724,0.9892546701092989
baseline,27,1.08,18.466348380042078,20.267333528165906,1.0975279525252695,1.0775237285735824,-1.754548974825324,0.9767891509748592
baseline,28,0.95,20.0183322593523,21.4120103416857,1.069620089439883,0.9940848848956876,-2.2428551185411556,0.9786677387720326
baseline,29,1.16,17.71392015664248,20.958281964663353,1.1831532365129398,1.1618073516314331,-0.8007884290327809,0.9615022597627836
baseline,30,0.95,22.001768397876067,19.564263089285475,0.8892132093879375,0.9704204576257041,-0.7183870669547728,0.9779514913536193
baseline,31,0.95,19.446501096798237,18.39716048177282,0.9460396186541656,0.9648099171070175,-2.0495334189121426,0.9827300147995329
baseline,32,1.2,20.01297711975659,22.490269236081947,1.1237842876400332,1.200113287821487,-2.38161795371072,0.9785917503250745
baseline,33,1.08,18.209090003811035,20.217924985183473,1.1103204487951899,1.0866652405794044,-1.8988283420709933,0.9757929333412215
baseline,34,1.08,18.725619524608966,21.10118441506459,1.1268617514808354,1.1215962308776164,-2.620319424249377,0.9920106327384344
baseline,35,0.95,17.516200060934075,16.039567166408055,0.91569901637403,0.9532836087054393,-3.070869076948468,0.9580692612303661
baseline,36,1.08,18.678998849888842,20.551270216184143,1.1002340318847679,1.0615690872431978,-3.437968481857845,0.9458268184645415
baseline,37,1.12,19.912458122550856,22.74605510252174,1.1423027213682793,1.1146608704767391,-3.503424663140043,0.9876633752543822
baseline,38,1.08,18.317980522294484,21.05468013103606,1.1493996352606004,1.1304530151849677,-2.6661886866099755,0.9879820890767261
baseline,39,1.04,21.20524311958869,22.97556031687276,1.0834848809466706,1.0583722430082718,-2.273378912316999,0.9835488007219901
baseline,40,0.8,22.774748162738252,20.067106923764964,0.881112132629275,0.8625190641728153,0.48868175054814555,0.9602073282793303
baseline,41,1.08,19.128370067546776,21.35597402571294,1.1164555030198584,1.1147634410222438,-0.1513046810286821,0.9925816266422874
baseline,42,1.12,19.05187470363487,21.176582511291105,1.1115222433858893,1.064261797109003,-0.4669637763355962,0.9078483870030156
baseline,43,1.0,20.944509279319345,21.649167617537312,1.0336440605420987,1.0785637648845459,-0.024597708035950946,0.9919792363666033
baseline,44,0.95,22.627992688310982,24.098906719569058,1.065004176531218,1.0412575700085,-0.8548353061914304,0.9865475661155904
baseline,45,0.9,20.981890508687044,17.85601411033422,0.8510202692622654,0.963440782566725,-2.183348598650027,0.98356026289788
baseline,46,1.12,20.477816976938854,23.676003212223417,1.1561780847483014,1.1277094993928798,-1.5338201773709341,0.9706238315992424
baseline,47,0.9,19.87706306356747,19.22362140389258,0.9671258446187365,0.9583047348430533,-2.4938968119932263,0.9893599366279865
baseline,48,1.04,17.775129641829253,19.374688069094386,1.0899885660187243,1.0957489756541015,-2.4051797125569774,0.9661053813083623
baseline,49,1.0,18.62434876902495,17.775711124640022,0.9544339694821254,0.9528952525786769,-2.5190571758049245,0.9497045125299542
baseline,50,1.08,18.173364918213302,18.693646315247204,1.0286287872045357,1.0469338959542638,1.684725312126142,0.9381110306336305
baseline,51,1.0,17.26555096570394,18.325060243000415,1.0613655063427208,1.0737599955303878,0.11256398183441742,0.9914365443752656
baseline,52,0.95,17.802253779900063,16.41278516115812,0.9219498477035112,0.9434857964493452,0.6882009303897381,0.9237799871353571
baseline,53,1.0,19.467479542823614,20.531988139528355,1.054681377440931,1.0416787845816722,0.7672142465915955,0.9917270728916998
baseline,54,1.04,16.153227642824795,16.025127173385037,0.9920696672966991,1.02491298289793,0.582143027181034,0.9478728286702881
baseline,55,1.12,16.00181773460387,17.949278497127832,1.1217024712331642,1.0718210521609488,-1.103113004550434,0.9735423944843233
aftereffect,0,1.04,20.496213150159818,22.419570416726128,1.0938396401557384,1.1124922937338355,-0.6913341657038183,0.9662964954745756
aftereffect,1,1.08,16.138264201319114,18.198750166606015,1.127677049996398,1.1405429453954767,-1.5235980677970224,0.9811597874639493
aftereffect,2,0.95,16.959181152308215,16.531530812646206,0.9747835502303245,0.9313517860150878,0.10665122714889402,0.9556729327952885
aftereffect,3,1.16,17.789312695106627,18.831808106053455,1.058602343374041,1.1072960020789542,-1.2105673323358834,0.9723988847500604
aftereffect,4,0.9,13.62430908836152,12.37964208141987,0.9086436604697337,0.9239992712685189,-0.8160868999608202,0.9564387205428897
aftereffect,5,1.08,14.073619914262348,15.957766460510312,1.1338778905303923,1.0370675626902461,-0.9838762066560758,0.9123524578572402
aftereffect,6,0.9,15.73697923148304,14.889277877487208,0.946133159259692,0.9319854106478147,-0.6912131897920888,0.9783103908130665
aftereffect,7,0.9,17.193982220123218,15.314486327882673,0.8906887381771948,0.8877517942049873,-1.621575351209464,0.9470976862548401
aftereffect,8,0.9,20.093663860796834,19.09069035479866,0.9500850858784895,0.9298676161997528,-1.9052620759367829,0.9772917120494998
aftereffect,9,1.0,16.65978845171562,16.25384433794124,0.9756332972083701,1.0124190450027204,-1.836702587150642,0.9836049865141903
aftereffect,10,1.08,16.882111615349025,17.205855925072086,1.0191767663370213,1.0243094892567044,0.7891206581881945,0.9502017391242263
aftereffect,11,1.04,18.35384080129641,18.965394430090946,1.0333201990480019,0.9900071892650966,-1.2807138526286184,0.9200894606187909
aftereffect,12,1.0,18.798653170325938,20.286199792923192,1.0791304892493776,1.0808576596528323,0.05335548960973435,0.9787886523905334
aftereffect,13,1.12,17.336645108556674,19.760104766050315,1.1397882717399295,1.115676474832637,-1.5417809280068637,0.990337095485358
aftereffect,14,0.9,19.56950344105059,19.815746111435587,1.0125829799987902,0.9468347548582864,-0.9282461294779708,0.9463973996930338
aftereffect,15,0.85,15.959937373145898,15.25574471663046,0.9558774799642817,0.9152806981780589,-0.8091868101679872,0.9853820181926156
aftereffect,16,1.0,16.157986679837165,14.103585917111618,0.8728553994112928,0.9216155840183978,-0.05234779598224136,0.8930808941477519
aftereffect,17,1.08,17.686067964884664,19.998484277374523,1.1307479037783363,1.116965133636606,-0.9639812977204735,0.9891735633738574
aftereffect,18,1.0,13.709542391802838,14.136291553834534,1.0311278925171752,1.0506478422315657,-0.6624346765710694,0.9785461518008727
aftereffect,19,1.08,15.666484981602505,18.218251766988132,1.1628806198954151,1.0828902923758361,-0.8448639652646275,0.9756371125495706
aftereffect,20,0.85,18.102527934302625,17.74657903403588,0.9803370611243607,0.9422404983810079,-0.6007667263680158,0.9721180254884744
