unity_timestamp,eye_timestamp,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,messages,
68.0751200000,70126,-0.6627262000,1.3873080000,-0.5751870000,0.0922810400,0.4312271000,-0.0569812200,0.8957012000,-0.6627262000,1.3873080000,-0.5751870000,0.0922810400,0.4312271000,-0.0569812200,0.8957012000,-0.6627262000,1.3873080000,-0.5751870000,0.0922810400,0.4312271000,-0.0569812200,0.8957012000,
68.0854700000,70135,-0.6627998000,1.3871260000,-0.5751626000,0.0929400600,0.4308966000,-0.0572342900,0.8957760000,-0.6627998000,1.3871260000,-0.5751626000,0.0929400600,0.4308966000,-0.0572342900,0.8957760000,-0.6627998000,1.3871260000,-0.5751626000,0.0929400600,0.4308966000,-0.0572342900,0.8957760000,
68.0961200000,70146,-0.6628575000,1.3869870000,-0.5751319000,0.0934083200,0.4306002000,-0.0576128100,0.8958455000,-0.6628575000,1.3869870000,-0.5751319000,0.0934083200,0.4306002000,-0.0576128100,0.8958455000,-0.6628575000,1.3869870000,-0.5751319000,0.0934083200,0.4306002000,-0.0576128100,0.8958455000,
68.1072800000,70156,-0.6628935000,1.3868980000,-0.5751274000,0.0938703200,0.4303897000,-0.0578190700,0.8958851000,-0.6628935000,1.3868980000,-0.5751274000,0.0938703200,0.4303897000,-0.0578190700,0.8958851000,-0.6628935000,1.3868980000,-0.5751274000,0.0938703200,0.4303897000,-0.0578190700,0.8958851000,
68.1184500000,70167,-0.6629322000,1.3868060000,-0.5751154000,0.0942854800,0.4302738000,-0.0581026200,0.8958788000,-0.6629322000,1.3868060000,-0.5751154000,0.0942854800,0.4302738000,-0.0581026200,0.8958788000,-0.6629322000,1.3868060000,-0.5751154000,0.0942854800,0.4302738000,-0.0581026200,0.8958788000,
68.1295200000,70178,-0.6629188000,1.3866180000,-0.5751040000,0.0946394700,0.4301861000,-0.0582657100,0.8958730000,-0.6629188000,1.3866180000,-0.5751040000,0.0946394700,0.4301861000,-0.0582657100,0.8958730000,-0.6629188000,1.3866180000,-0.5751040000,0.0946394700,0.4301861000,-0.0582657100,0.8958730000,
68.1404900000,70189,-0.6629262000,1.3865280000,-0.5751216000,0.0949979200,0.4301993000,-0.0584469300,0.8958169000,-0.6629262000,1.3865280000,-0.5751216000,0.0949979200,0.4301993000,-0.0584469300,0.8958169000,-0.6629262000,1.3865280000,-0.5751216000,0.0949979200,0.4301993000,-0.0584469300,0.8958169000,
68.1517200000,70200,-0.6628518000,1.3863620000,-0.5751507000,0.0953837900,0.4301824000,-0.0584886900,0.8957813000,-0.6628518000,1.3863620000,-0.5751507000,0.0953837900,0.4301824000,-0.0584886900,0.8957813000,-0.6628518000,1.3863620000,-0.5751507000,0.0953837900,0.4301824000,-0.0584886900,0.8957813000,
68.1627600000,70211,-0.6627877000,1.3861800000,-0.5751772000,0.0957812300,0.4302354000,-0.0585896800,0.8957068000,-0.6627877000,1.3861800000,-0.5751772000,0.0957812300,0.4302354000,-0.0585896800,0.8957068000,-0.6627877000,1.3861800000,-0.5751772000,0.0957812300,0.4302354000,-0.0585896800,0.8957068000,
68.1741000000,70223,-0.6627655000,1.3860440000,-0.5751770000,0.0962077800,0.4302374000,-0.0587574200,0.8956492000,-0.6627655000,1.3860440000,-0.5751770000,0.0962077800,0.4302374000,-0.0587574200,0.8956492000,-0.6627655000,1.3860440000,-0.5751770000,0.0962077800,0.4302374000,-0.0587574200,0.8956492000,
68.1855600000,70233,-0.6627276000,1.3859190000,-0.5751705000,0.0966859300,0.4302311000,-0.0589113500,0.8955906000,-0.6627276000,1.3859190000,-0.5751705000,0.0966859300,0.4302311000,-0.0589113500,0.8955906000,-0.6627276000,1.3859190000,-0.5751705000,0.0966859300,0.4302311000,-0.0589113500,0.8955906000,
68.1969100000,70245,-0.6627111000,1.3857490000,-0.5751379000,0.0969120800,0.4302665000,-0.0591326700,0.8955346000,-0.6627111000,1.3857490000,-0.5751379000,0.0969120800,0.4302665000,-0.0591326700,0.8955346000,-0.6627111000,1.3857490000,-0.5751379000,0.0969120800,0.4302665000,-0.0591326700,0.8955346000,
68.2122400000,70256,-0.6626744000,1.3856420000,-0.5751295000,0.0972790700,0.4303099000,-0.0594057600,0.8954558000,-0.6626744000,1.3856420000,-0.5751295000,0.0972790700,0.4303099000,-0.0594057600,0.8954558000,-0.6626744000,1.3856420000,-0.5751295000,0.0972790700,0.4303099000,-0.0594057600,0.8954558000,
68.2182600000,70271,-0.6626403000,1.3855200000,-0.5751343000,0.0975216500,0.4303349000,-0.0596402200,0.8954018000,-0.6626403000,1.3855200000,-0.5751343000,0.0975216500,0.4303349000,-0.0596402200,0.8954018000,-0.6626403000,1.3855200000,-0.5751343000,0.0975216500,0.4303349000,-0.0596402200,0.8954018000,
68.2266500000,70271,-0.6626446000,1.3855080000,-0.5751348000,0.0977461500,0.4304215000,-0.0597116500,0.8953310000,-0.6626446000,1.3855080000,-0.5751348000,0.0977461500,0.4304215000,-0.0597116500,0.8953310000,-0.6626446000,1.3855080000,-0.5751348000,0.0977461500,0.4304215000,-0.0597116500,0.8953310000,
68.2378300000,70286,-0.6626518000,1.3855690000,-0.5751202000,0.0980117700,0.4304954000,-0.0598669900,0.8952560000,-0.6626518000,1.3855690000,-0.5751202000,0.0980117700,0.4304954000,-0.0598669900,0.8952560000,-0.6626518000,1.3855690000,-0.5751202000,0.0980117700,0.4304954000,-0.0598669900,0.8952560000,
68.2490000000,70297,-0.6626065000,1.3854910000,-0.5750997000,0.0981253300,0.4305688000,-0.0599879500,0.8952002000,-0.6626065000,1.3854910000,-0.5750997000,0.0981253300,0.4305688000,-0.0599879500,0.8952002000,-0.6626065000,1.3854910000,-0.5750997000,0.0981253300,0.4305688000,-0.0599879500,0.8952002000,
68.2600800000,70308,-0.6625969000,1.3854180000,-0.5750513000,0.0984006600,0.4307544000,-0.0600275800,0.8950780000,-0.6625969000,1.3854180000,-0.5750513000,0.0984006600,0.4307544000,-0.0600275800,0.8950780000,-0.6625969000,1.3854180000,-0.5750513000,0.0984006600,0.4307544000,-0.0600275800,0.8950780000,
68.2719700000,70319,-0.6625614000,1.3853330000,-0.5749986000,0.0986057000,0.4306563000,-0.0601464600,0.8950947000,-0.6625614000,1.3853330000,-0.5749986000,0.0986057000,0.4306563000,-0.0601464600,0.8950947000,-0.6625614000,1.3853330000,-0.5749986000,0.0986057000,0.4306563000,-0.0601464600,0.8950947000,
68.2821300000,70331,-0.6625841000,1.3852870000,-0.5749190000,0.0988784500,0.4305991000,-0.0603307300,0.8950797000,-0.6625841000,1.3852870000,-0.5749190000,0.0988784500,0.4305991000,-0.0603307300,0.8950797000,-0.6625841000,1.3852870000,-0.5749190000,0.0988784500,0.4305991000,-0.0603307300,0.8950797000,
68.2933100000,70341,-0.6625965000,1.3852220000,-0.5748212000,0.0990552400,0.4304058000,-0.0603973200,0.8951486000,-0.6625965000,1.3852220000,-0.5748212000,0.0990552400,0.4304058000,-0.0603973200,0.8951486000,-0.6625965000,1.3852220000,-0.5748212000,0.0990552400,0.4304058000,-0.0603973200,0.8951486000,
68.3043900000,70352,-0.6626632000,1.3851890000,-0.5746846000,0.0992042300,0.4301252000,-0.0604867100,0.8952610000,-0.6626632000,1.3851890000,-0.5746846000,0.0992042300,0.4301252000,-0.0604867100,0.8952610000,-0.6626632000,1.3851890000,-0.5746846000,0.0992042300,0.4301252000,-0.0604867100,0.8952610000,
68.3157200000,70364,-0.6626949000,1.3851610000,-0.5745032000,0.0993764300,0.4295315000,-0.0605340800,0.8955237000,-0.6626949000,1.3851610000,-0.5745032000,0.0993764300,0.4295315000,-0.0605340800,0.8955237000,-0.6626949000,1.3851610000,-0.5745032000,0.0993764300,0.4295315000,-0.0605340800,0.8955237000,
68.3266500000,70375,-0.6626568000,1.3850400000,-0.5743079000,0.0995271400,0.4289735000,-0.0606513000,0.8957664000,-0.6626568000,1.3850400000,-0.5743079000,0.0995271400,0.4289735000,-0.0606513000,0.8957664000,-0.6626568000,1.3850400000,-0.5743079000,0.0995271400,0.4289735000,-0.0606513000,0.8957664000,
68.3381700000,70386,-0.6627705000,1.3850090000,-0.5741339000,0.0996182200,0.4280998000,-0.0606752200,0.8961726000,-0.6627705000,1.3850090000,-0.5741339000,0.0996182200,0.4280998000,-0.0606752200,0.8961726000,-0.6627705000,1.3850090000,-0.5741339000,0.0996182200,0.4280998000,-0.0606752200,0.8961726000,
