trial,timestamp,magnification,radial,response
0,308.8106,1.05,0,1
1,317.8955,1,0,1
2,324.748,1,0,1
3,330.3241,0.9,0,0
4,335.6654,1.05,0,1
5,368.7073,1.05,0,1
6,374.3714,1.025,0,1
7,380.2021,1.15,0,0
8,385.5331,0.95,0,0
9,391.3754,1.15,0,0
10,419.6631,1.025,0,1
11,425.9825,1.025,0,1
12,432.5905,0.975,0,0
13,438.5102,0.975,0,0
14,443.9743,0.95,0,0
15,481.268,1.05,0,0
16,486.3991,1.1,0,0
17,492.0742,1,0,1
18,497.2607,0.975,0,0
19,502.3918,1.1,0,0
20,532.4016,1.1,0,0
21,537.2884,0.9,0,0
22,544.7852,1.1,0,0
23,550.6826,0.9,0,0
24,556.1021,1.15,0,0
25,585.2626,1.15,0,0
26,590.6266,1.05,0,1
27,595.5467,1,0,1
28,600.7777,0.9,0,0
29,605.8976,0.9,0,0
30,634.2235,1.025,0,1
31,639.743,0.95,0,0
32,645.1742,1.1,0,0
33,650.3385,1,0,1
34,654.8809,0.95,0,0
35,683.4127,0.975,0,1
36,688.8215,1.025,0,1
37,694.3745,0.9,0,0
38,699.9503,0.975,0,1
39,705.4808,0.95,0,0
40,733.0765,0.95,0,0
41,738.1965,0.975,0,1
42,743.0497,1.1,0,0
43,748.4254,1.15,0,0
44,753.6118,1.025,0,1
45,786.3046,0.9,0,0
46,791.8244,1.15,0,0
47,797.5333,1.05,0,1
48,803.3414,1.025,0,1
49,808.8392,0.9,0,0
50,837.0071,0.975,0,1
51,842.1492,1,0,1
52,846.8805,1,0,1
53,851.6674,0.95,0,0
54,856.5538,1.1,0,0
55,901.2715,0.95,0,0
56,906.1917,1.1,0,0
57,911.2226,0.975,0,1
58,916.7435,1.15,0,0
59,921.9846,1,0,1
60,957.3749,1.05,0,1
61,962.5284,1.025,0,1
62,966.8596,1.05,0,1
63,971.3909,1.15,0,0
0,1881.097,0.975,0,0
1,1886.994,1.05,0,1
2,1891.825,1.1,0,0
3,1897.09,1.15,0,0
4,1901.999,0.95,0,0
5,1932.887,1.1,0,0
6,1937.896,1.025,0,1
7,1944.604,1,0,1
8,1949.224,0.9,0,0
9,1953.311,1.15,0,0
10,1981.207,0.975,0,0
11,1986.194,0.95,0,0
12,1991.07,1.025,0,1
13,1995.834,0.9,0,0
14,2000.388,0.95,0,0
15,2028.5,0.9,0,0
16,2033.276,0.95,0,0
17,2038.052,0.95,0,0
18,2043.171,1.025,0,1
19,2047.802,0.95,0,0
20,2075.08,0.9,0,0
21,2079.978,0.975,0,1
22,2084.854,1.15,0,0
23,2090.051,0.975,0,1
24,2094.971,1.1,0,1
25,2122.256,1.025,0,1
26,2127.476,1.1,0,0
27,2132.852,1.15,0,0
28,2137.605,1.15,0,0
29,2142.636,0.975,0,0
30,2170.713,1.025,0,1
31,2175.289,1.05,0,1
32,2180.831,1.025,0,1
33,2185.918,1.1,0,0
34,2190.749,0.9,0,0
35,2218.188,0.95,0,0
36,2222.931,0.95,0,0
37,2227.762,0.9,0,0
38,2232.76,1.1,0,1
39,2237.513,1.15,0,0
40,2265.539,1,0,1
41,2270.592,1,0,1
42,2275.19,0.975,0,0
43,2280.157,1,0,1
44,2284.663,1.05,0,1
45,2311.933,1.05,0,1
46,2316.253,1.05,0,1
47,2321.284,1.05,0,1
48,2325.738,1,0,1
49,2330.236,1,0,1
50,2357.694,0.9,0,0
51,2362.581,0.975,0,1
52,2367.145,0.9,0,0
53,2371.61,1.1,0,1
54,2375.93,1.05,0,1
55,2411.001,1.025,0,1
56,2415.088,1.025,0,1
57,2418.964,1.15,0,0
58,2423.296,0.975,0,0
59,2427.449,1,0,1
60,2461.283,1.1,0,0
61,2465.492,1.15,0,0
62,2469.524,1.05,0,1
63,2473.877,1,0,1
