eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,
2038286,1,1.0000000000,3.4065400000,-0.0340229500,0.0057705990,-0.0269063700,0.2358105000,0.0333406300,0.9712269000,1,1.0000000000,3.3943180000,0.0320303400,0.0054919590,-0.0287862700,0.1765008000,0.0082398560,0.9842660000,0.0290806600,0.0055044100,-0.0287023200,0.1791703000,0.0093689800,0.9837735000,0.0000000000,
2038294,1,1.0000000000,3.3384550000,-0.0341053000,0.0057117310,-0.0266957600,0.2231625000,0.0301059600,0.9743162000,1,1.0000000000,3.3455510000,0.0319682200,0.0054560550,-0.0287665400,0.1598219000,0.0110474600,0.9870840000,0.0319279700,0.0054562070,-0.0287652800,0.1598516000,0.0110626600,0.9870790000,0.0000000000,
2038302,1,1.0000000000,3.3991700000,-0.0341854100,0.0056661840,-0.0265781600,0.2135929000,0.0247192800,0.9766099000,1,1.0000000000,3.2626040000,0.0319192800,0.0054173590,-0.0287461300,0.1377434000,0.0098726010,0.9904187000,0.0319185700,0.0054173590,-0.0287461100,0.1377434000,0.0098726010,0.9904187000,0.0000000000,
2038311,1,1.0000000000,3.3979030000,-0.0342075400,0.0057079160,-0.0267501200,0.2011888000,0.0184632900,0.9793785000,1,1.0000000000,3.2057190000,0.0318985300,0.0053995670,-0.0287292300,0.1257802000,-0.0039215700,0.9920504000,0.0318984100,0.0053995670,-0.0287292200,0.1257802000,-0.0039215700,0.9920504000,0.0000000000,
2038319,1,1.0000000000,3.3414460000,-0.0339077600,0.0058620610,-0.0273963500,0.2640121000,0.0221408800,0.9642652000,1,1.0000000000,3.1712950000,0.0320980100,0.0054257970,-0.0288167900,0.1854564000,0.0090942890,0.9826104000,0.0320976600,0.0054257970,-0.0288167700,0.1854564000,0.0090942890,0.9826104000,0.0000000000,
2038327,1,1.0000000000,3.4739530000,-0.0332741600,0.0059681400,-0.0277070600,0.3639851000,0.0170441600,0.9312488000,1,1.0000000000,3.2506560000,0.0323543500,0.0055640410,-0.0290000200,0.3238870000,0.0114900100,0.9460260000,0.0323537900,0.0055640570,-0.0290000000,0.3238870000,0.0114900100,0.9460260000,0.0000000000,
2038336,1,1.0000000000,3.4635010000,-0.0327063800,0.0060843050,-0.0278528900,0.4186602000,0.0304111100,0.9076336000,1,1.0000000000,3.3334660000,0.0326865900,0.0057165230,-0.0291696000,0.3777819000,0.0595558100,0.9239773000,0.0326848800,0.0057165230,-0.0291695600,0.3777819000,0.0595558100,0.9239773000,0.0000000000,
2038344,1,1.0000000000,3.4102480000,-0.0324054400,0.0061918490,-0.0280786300,0.5092227000,0.0720224000,0.8576159000,1,1.0000000000,3.2359920000,0.0329703500,0.0058472600,-0.0293512900,0.4373382000,0.0683603200,0.8966951000,0.0329647700,0.0058472900,-0.0293511800,0.4373505000,0.0683598700,0.8966892000,0.0000000000,
2038352,1,1.0000000000,3.3412480000,-0.0321442400,0.0062527620,-0.0282432900,0.5659211000,0.0688022600,0.8215835000,1,1.0000000000,3.3257140000,0.0332241700,0.0059236760,-0.0295048800,0.4808232000,0.0653233600,0.8743808000,0.0332108300,0.0059237520,-0.0295046300,0.4808414000,0.0653237600,0.8743709000,0.0000000000,
2038361,1,1.0000000000,3.3104710000,-0.0319477700,0.0063068700,-0.0284191400,0.6114267000,0.1002819000,0.7849211000,1,1.0000000000,3.1717990000,0.0333977400,0.0060011290,-0.0296485300,0.5261119000,0.0626378200,0.8481054000,0.0333910700,0.0060011600,-0.0296484100,0.5261298000,0.0626381300,0.8480943000,0.0000000000,
