trial,timestamp,magnification,radial,response
0,65.58701,0.9,0,1
1,74.79392,1,0,1
2,83.37896,0.9,0,0
3,92.0528,0.95,0,1
4,98.74989,0.9,0,0
5,178.1978,0.95,0,1
6,185.2395,1.1,0,1
7,190.6702,1,0,0
8,197.7224,1.1,0,0
9,203.1978,1.05,0,0
10,233.6521,1.025,0,0
11,241.3042,0.975,0,0
12,246.5132,0.95,0,1
13,252.3218,1.05,0,0
14,257.2305,0.95,0,0
15,290.0277,0.975,0,1
16,298.4575,1.1,0,0
17,306.8204,1.15,0,0
18,312.5178,1.05,0,1
19,317.8598,0.9,0,1
20,349.3128,1,0,1
21,356.6877,1.025,0,1
22,361.7293,1.15,0,0
23,366.8159,1,0,0
24,372.125,1.1,0,0
25,402.0579,1.15,0,0
26,407.4445,1.05,0,0
27,412.3425,1.025,0,0
28,418.1174,1.025,0,1
29,423.4373,1.1,0,1
30,453.136,1.05,0,1
31,458.7112,0.975,0,1
32,463.9312,0.95,0,1
33,469.0843,0.975,0,0
34,474.0489,1.15,0,0
35,505.7265,1.1,0,1
36,511.4793,1.15,0,1
37,516.6441,1.025,0,0
38,523.2076,1.05,0,0
39,528.4495,0.975,0,1
40,557.1987,1.15,0,0
41,562.7179,0.95,0,1
42,570.3596,1,0,1
43,576.334,1,0,0
44,581.8541,1.05,0,1
45,611.52,0.9,0,0
46,617.2507,0.9,0,1
47,623.3704,1.15,0,0
48,629.9339,0.9,0,0
49,636.1979,0.95,0,1
50,665.1746,1.1,0,1
51,670.1946,1,0,1
52,675.1481,1.15,0,0
53,681.1785,1.025,0,1
54,686.5874,1,0,1
55,715.0062,0.9,0,0
56,720.0151,0.95,0,1
57,725.1461,1.1,0,1
58,729.7551,1.05,0,1
59,735.7746,1.025,0,1
60,765.6809,0.975,0,1
61,770.9008,0.975,0,1
62,775.643,0.975,0,1
63,780.5742,1.025,0,1
0,1693.809,0.95,0,1
1,1698.829,0.9,0,0
2,1704.194,1.15,0,1
3,1710.169,0.9,0,0
4,1716.266,1.05,0,1
5,1745.656,1,0,1
6,1750.954,1.15,0,1
7,1756.907,0.975,0,1
8,1763.926,1,0,1
9,1769.879,1.05,0,0
10,1799.36,0.975,0,1
11,1805.979,1.15,0,0
12,1811.055,1.025,0,0
13,1816.12,1.025,0,0
14,1821.24,0.975,0,1
15,1862.4,1.1,0,1
16,1868.142,1.15,0,1
17,1874.006,0.95,0,1
18,1878.538,1.05,0,0
19,1883.214,0.9,0,0
20,1912.127,1.1,0,1
21,1917.025,0.975,0,1
22,1922.422,0.975,0,0
23,1928.331,1.1,0,1
24,1934.506,1.025,0,0
25,1965.172,1.025,0,1
26,1972.479,1.05,0,1
27,1978.432,1,0,1
28,1986.629,1,0,1
29,1992.837,1.05,0,1
30,2023.486,1.1,0,1
31,2029.006,1.025,0,1
32,2034.393,1.15,0,1
33,2039.579,0.975,0,1
34,2044.633,0.95,0,0
35,2076.355,1,0,1
36,2081.553,0.95,0,1
37,2086.169,1.05,0,1
38,2091.192,1.15,0,1
39,2096.324,1,0,1
40,2125.886,0.95,0,0
41,2130.895,0.975,0,0
42,2136.37,1.025,0,1
43,2141.701,0.95,0,1
44,2148.343,1.1,0,1
45,2177.412,0.9,0,0
46,2182.332,0.9,0,0
47,2186.941,0.975,0,1
48,2191.861,1.15,0,1
49,2196.448,1.05,0,1
50,2233.223,1.05,0,1
51,2249.981,1.1,0,1
52,2257.367,0.9,0,1
53,2267.352,1.1,0,1
54,2274.548,0.9,0,1
55,2303.937,1.1,0,1
56,2310.667,1.025,0,1
57,2315.532,1.15,0,1
58,2322.806,0.9,0,0
59,2328.426,1.025,0,1
60,2358.658,1,0,1
61,2363.989,0.95,0,0
62,2368.676,0.95,0,0
63,2374.751,1,0,1
