unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,
260.471,262866,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957866000,0.0533301900,0.4412733000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922163000,0.0541849500,0.4483459000,0.0000000000,0.0000000000,0.0000000000,0.8940086000,0.0537580000,0.4448131000,3.5984410000,
260.4948,262941,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957880000,0.0533278400,0.4412709000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922176000,0.0541825700,0.4483437000,0.0000000000,0.0000000000,0.0000000000,0.8940099000,0.0537556300,0.4448108000,3.5983570000,
260.5148,262999,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957877000,0.0533341900,0.4412707000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922175000,0.0541890200,0.4483431000,0.0000000000,0.0000000000,0.0000000000,0.8940096000,0.0537620300,0.4448105000,3.5985330000,
260.5419,263026,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957870000,0.0533363900,0.4412719000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922167000,0.0541912800,0.4483444000,0.0000000000,0.0000000000,0.0000000000,0.8940089000,0.0537642600,0.4448117000,3.5984670000,
260.5507,263055,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957881000,0.0533312000,0.4412703000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922178000,0.0541860200,0.4483428000,0.0000000000,0.0000000000,0.0000000000,0.8940101000,0.0537590300,0.4448101000,3.5984560000,
260.5765,263060,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957881000,0.0533330700,0.4412701000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922178000,0.0541878700,0.4483428000,0.0000000000,0.0000000000,0.0000000000,0.8940100000,0.0537608900,0.4448100000,3.5984090000,
260.5897,263073,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957875000,0.0533312300,0.4412714000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922170000,0.0541860300,0.4483444000,0.0000000000,0.0000000000,0.0000000000,0.8940094000,0.0537590600,0.4448114000,3.5982860000,
260.6006,263084,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957878000,0.0533301400,0.4412710000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922173000,0.0541849500,0.4483439000,0.0000000000,0.0000000000,0.0000000000,0.8940096000,0.0537579700,0.4448110000,3.5982550000,
260.6119,263095,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957887000,0.0533286700,0.4412693000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922182000,0.0541834700,0.4483424000,0.0000000000,0.0000000000,0.0000000000,0.8940105000,0.0537565000,0.4448094000,3.5981600000,
260.6732,263157,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.8957877000,0.0533313900,0.4412711000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.8922170000,0.0541862400,0.4483443000,0.0000000000,0.0000000000,0.0000000000,0.8940095000,0.0537592400,0.4448112000,3.5981620000,
