unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,
6.409585,8328,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723383000,-0.2567707000,0.5810012000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645159000,-0.2605678000,0.5895930000,0.0000000000,0.0000000000,0.0000000000,0.7684414000,-0.2586740000,0.5853081000,3.3503140000,
6.430394,8401,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723392000,-0.2567731000,0.5809990000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645156000,-0.2605708000,0.5895920000,0.0000000000,0.0000000000,0.0000000000,0.7684417000,-0.2586768000,0.5853064000,3.3497950000,
6.450394,8444,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723399000,-0.2567716000,0.5809987000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645138000,-0.2605706000,0.5895945000,0.0000000000,0.0000000000,0.0000000000,0.7684412000,-0.2586760000,0.5853076000,3.3487000000,
6.46274,8457,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723409000,-0.2567742000,0.5809962000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645141000,-0.2605736000,0.5895928000,0.0000000000,0.0000000000,0.0000000000,0.7684419000,-0.2586787000,0.5853054000,3.3484190000,
6.47234,8466,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723405000,-0.2567694000,0.5809988000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645137000,-0.2605686000,0.5895954000,0.0000000000,0.0000000000,0.0000000000,0.7684415000,-0.2586739000,0.5853080000,3.3484640000,
6.483898,8478,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723423000,-0.2567708000,0.5809957000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645164000,-0.2605698000,0.5895914000,0.0000000000,0.0000000000,0.0000000000,0.7684438000,-0.2586751000,0.5853045000,3.3487400000,
6.494676,8488,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723409000,-0.2567700000,0.5809980000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645140000,-0.2605693000,0.5895948000,0.0000000000,0.0000000000,0.0000000000,0.7684418000,-0.2586745000,0.5853074000,3.3483210000,
6.516865,8511,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723457000,-0.2567712000,0.5809910000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645104000,-0.2605747000,0.5895971000,0.0000000000,0.0000000000,0.0000000000,0.7684425000,-0.2586778000,0.5853050000,3.3447300000,
6.53897,8539,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723451000,-0.2567730000,0.5809911000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645109000,-0.2605760000,0.5895959000,0.0000000000,0.0000000000,0.0000000000,0.7684424000,-0.2586794000,0.5853044000,3.3452230000,
6.561983,8556,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723445000,-0.2567738000,0.5809916000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645105000,-0.2605766000,0.5895961000,0.0000000000,0.0000000000,0.0000000000,0.7684419000,-0.2586800000,0.5853049000,3.3453680000,
6.58417,8578,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723444000,-0.2567654000,0.5809954000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645099000,-0.2605683000,0.5896004000,0.0000000000,0.0000000000,0.0000000000,0.7684416000,-0.2586717000,0.5853089000,3.3451560000,
6.606069,8600,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723455000,-0.2567666000,0.5809934000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645075000,-0.2605712000,0.5896023000,0.0000000000,0.0000000000,0.0000000000,0.7684410000,-0.2586738000,0.5853088000,3.3436650000,
6.62859,8622,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723439000,-0.2567682000,0.5809949000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645097000,-0.2605709000,0.5895995000,0.0000000000,0.0000000000,0.0000000000,0.7684413000,-0.2586744000,0.5853081000,3.3453210000,
6.650711,8645,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723426000,-0.2567717000,0.5809950000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645091000,-0.2605742000,0.5895990000,0.0000000000,0.0000000000,0.0000000000,0.7684402000,-0.2586778000,0.5853080000,3.3455560000,
6.672813,8667,True,1.0000000000,4.0000000000,-0.0320000000,0.0000000000,0.0000000000,0.7723434000,-0.2567708000,0.5809944000,True,1.0000000000,4.0000000000,0.0320000000,0.0000000000,0.0000000000,0.7645091000,-0.2605736000,0.5895991000,0.0000000000,0.0000000000,0.0000000000,0.7684407000,-0.2586770000,0.5853077000,3.3452580000,
