phase,topup_round,t_within_phase,amplitude_deg,duration_ms,peak_velocity
baseline,8,508.60719,4.816222688976932,33.19999999996526,260.2345618559705
baseline,8,508.79609,4.9712909335605,21.700000000009823,229.0917480902419
baseline,8,509.02339,24.345101938568774,66.5000000000191,366.09175847461324
baseline,8,509.28439,10.05591151080554,100.59999999998581,106.00336227762979
baseline,8,509.65179000000006,2.728284982389937,26.499999999941792,222.120156954319
baseline,8,509.91689,2.2628443420971216,22.600000000011278,134.88935931910407
baseline,8,510.01169,20.86565733879818,50.10000000004311,719.1409283226017
baseline,8,510.58919,17.752100541116615,27.60000000000673,680.208069253345
baseline,8,510.78349,12.069191989236817,22.300000000086584,708.7912963834664
baseline,8,510.81699,10.166800708495892,77.20000000006166,346.889901192609
baseline,8,511.10688999999996,10.598783558863495,32.100000000014006,544.3769400292452
baseline,8,511.78779000000003,4.927536361313919,51.29999999996926,477.8315590145971
baseline,8,512.69479,4.180841947206906,24.699999999938882,247.3235887759621
baseline,8,513.5089899999999,4.049014101228561,28.999999999996362,147.09661623079398
baseline,8,513.5605899999999,2.71197568655543,32.90000000004056,221.31586656763443
baseline,8,513.68259,12.330038352325575,56.09999999990123,647.7181391240441
baseline,8,513.77149,3.8388881163669595,22.1000000000231,272.28628721866727
baseline,8,513.92039,6.423799167988971,40.09999999993852,1372.161231669296
baseline,8,514.6041899999999,7.535137401410067,177.5000000000091,949.4397758668046
baseline,8,515.9306899999999,7.98263115189992,39.50000000008913,386.79453709718615
baseline,8,516.2815899999999,2.7674054941843593,21.600000000034925,134.04777991712737
baseline,8,516.6811899999999,8.697473283405412,33.30000000005384,529.421698377549
baseline,8,517.2227899999999,6.918468484605151,35.60000000004493,305.31010129123143
baseline,8,517.3137899999999,3.4104807097337932,22.600000000011278,182.0176442355196
baseline,8,517.81489,6.498953964880343,21.19999999990796,306.55443230700746
baseline,8,518.11389,11.030757325520144,66.5000000000191,165.87605000777407
baseline,8,519.7910899999999,3.3807176968264265,22.1000000000231,328.3557029077801
baseline,8,519.95729,9.516040149522045,44.399999999996,479.9796189160238
baseline,8,520.80179,5.196061135088668,63.59999999995125,495.5569693518341
baseline,8,522.0900899999999,10.675747888876558,33.200000000078944,393.8299471611536
baseline,8,522.1565899999999,5.781206694036323,23.099999999999454,250.26868805352638
baseline,8,522.33399,3.3567463916212716,22.399999999947795,203.95916970268297
baseline,8,526.6806899999999,2.3941111229752536,184.90000000008422,477.2726996527224
baseline,8,527.01369,6.444936815303213,29.799999999909232,345.6921863618626
baseline,8,527.31009,15.482748224029976,67.19999999995707,230.3980390482123
baseline,8,527.95499,5.306895608786926,22.90000000004966,292.33282789231265
