trial,timestamp,magnification,radial,response
0,68.07703,1.04,0,1
1,72.1438,0.95,0,0
2,76.57341,1,0,1
3,80.47141,1,0,1
4,84.6042,1.12,0,0
5,123.2016,1.12,0,0
6,127.8635,0.95,0,1
7,131.9177,0.9,0,0
8,136.0047,0.8,0,0
9,143.0461,1.08,0,0
10,182.4653,1.12,0,0
11,189.5246,0.95,0,1
12,193.7825,1.08,0,0
13,199.2106,1.04,0,1
14,204.6573,0.95,0,1
15,243.5384,1.12,0,0
16,247.7136,0.85,0,0
17,253.1393,0.95,0,1
18,256.865,1,0,1
19,261.5965,1.08,0,0
20,301.1283,1.08,0,0
21,305.011,1.12,0,0
22,310.0095,1,0,1
23,316.8059,0.9,0,0
24,321.5759,1.12,0,0
25,360.7738,0.95,0,0
26,365.7342,1.04,0,1
27,369.5477,1.04,0,1
28,374.373,1,0,1
29,378.226,1.08,0,0
30,418.2774,0.9,0,0
31,422.8755,1,0,1
32,428.7748,1.16,0,0
33,433.2376,0.85,0,0
34,437.891,1.04,0,1
35,477.5553,1.04,0,1
36,483.341,0.95,0,1
37,490.5518,0.9,0,0
38,495.758,1.04,0,1
39,501.5445,1.2,0,0
40,541.4877,1.2,0,0
41,546.6429,0.9,0,0
42,551.4096,0.8,0,0
43,558.1052,1.12,0,0
44,562.715,1.08,0,0
45,602.0177,1.04,0,1
46,607.3924,0.9,0,0
47,611.5099,1,0,1
48,620.0325,0.9,0,1
49,624.8657,1.16,0,0
50,665.5167,1,0,1
51,672.7515,0.95,0,1
52,679.9341,0.9,0,0
53,685.1342,1.08,0,0
54,689.9985,1.12,0,0
55,732.6068,1.08,0,0
0,1877.724,0.95,0,0
1,1881.888,1.08,0,1
2,1886.378,1,0,1
3,1890.541,0.85,0,0
4,1894.69,1,0,1
5,1933.928,1.12,0,0
6,1938.377,1,0,1
7,1943.485,0.95,0,1
8,1948.472,1.04,0,1
9,1952.75,1.08,0,0
10,1991.775,0.8,0,0
11,1995.72,1.16,0,0
12,2000.571,1.12,0,0
13,2005.919,1.2,0,0
14,2011.014,0.9,0,0
15,2050.956,1.08,0,0
16,2055.732,0.95,0,1
17,2062.321,0.95,0,1
18,2066.516,0.9,0,0
19,2072.603,0.95,0,0
20,2113.586,0.95,0,0
21,2117.729,1.04,0,1
22,2122.119,0.85,0,0
23,2127.082,1.04,0,1
24,2131.599,0.9,0,0
25,2172.445,1.08,0,0
26,2177.863,1,0,1
27,2183.059,1.2,0,0
28,2189.146,0.9,0,0
29,2194.611,1.08,0,1
30,2234.655,1,0,1
31,2239.564,0.9,0,0
32,2244.429,1.12,0,0
33,2249.563,0.95,0,1
34,2254.692,1.12,0,0
35,2294.4,1,0,1
36,2299.567,1.12,0,0
37,2305.73,0.95,0,1
38,2310.923,1.12,0,0
39,2322.19,0.9,0,1
40,2361.187,1.04,0,1
41,2365.758,1.12,0,0
42,2370.65,1.16,0,0
43,2375.82,1.08,0,0
44,2381.074,0.8,0,0
45,2421.312,0.9,0,0
46,2428.021,0.9,0,0
47,2433.219,1.12,0,0
48,2438.12,1,0,1
49,2443.181,1.08,0,0
50,2482.177,1.04,0,1
51,2486.885,1.04,0,1
52,2492.041,1,0,1
53,2496.969,1.08,0,0
54,2502.212,1.04,0,1
55,2541.964,1.04,0,1
