trial,timestamp,magnification,radial,response
0,41.21015,1.05,0,1
1,46.2634,1.025,0,1
2,52.19408,0.975,0,0
3,56.76976,1.1,0,0
4,61.28996,1.15,0,0
5,87.57495,0.9,0,0
6,94.3054,1.15,0,0
7,100.0917,0.975,0,1
8,104.157,1.15,0,0
9,109.1434,1.1,0,1
10,136.3594,1.15,0,0
11,140.9129,0.975,0,1
12,145.4773,1.15,0,0
13,150.5417,0.95,0,1
14,154.8176,0.975,0,1
15,182.0187,1,0,1
16,186.2613,0.975,0,1
17,191.5923,1,0,1
18,196.0125,1.025,0,1
19,199.9885,1.025,0,1
20,226.765,0.95,0,0
21,230.9299,1.1,0,0
22,235.028,1.025,0,1
23,238.9708,1.025,0,1
24,243.4909,0.9,0,0
25,269.9384,1,0,1
26,273.7812,1.15,0,0
27,277.819,0.95,0,0
28,282.4771,1,0,1
29,286.9642,1.05,0,1
30,313.8265,1.05,0,1
31,317.5693,1,0,1
32,321.2232,0.9,0,0
33,325.155,1.15,0,0
34,329.664,1.05,0,1
35,355.7686,1,0,1
36,359.7001,0.95,0,0
37,363.1877,1.05,0,1
38,367.8965,0.975,0,1
39,372.0057,1.025,0,1
40,403.5608,0.95,0,1
41,407.7922,0.9,0,0
42,412.146,1,0,1
43,415.8109,0.9,0,0
44,419.3648,1.05,0,1
45,447.2475,1.1,0,0
46,450.6349,1.05,0,1
47,454.1332,0.9,0,0
48,458.2537,0.95,0,0
49,462.4296,0.95,0,1
50,491.2811,1.05,0,1
51,494.8462,0.9,0,0
52,498.2891,0.975,0,1
53,501.7321,0.9,0,0
54,505.0638,1.1,0,0
55,541.2291,1.025,0,1
56,545.0383,0.975,0,1
57,549.0364,1.1,0,0
58,552.8237,0.95,0,0
59,556.511,1,0,1
60,584.4446,1.1,0,1
61,587.9765,1.025,0,1
62,591.5859,1.1,0,0
63,595.6841,1.15,0,0
0,1504.773,0.9,0,0
1,1509.693,0.95,0,0
2,1513.669,0.9,0,0
3,1518.045,0.95,0,0
4,1522.276,0.975,0,1
5,1548.934,0.95,0,0
6,1552.665,1.05,0,1
7,1556.386,0.95,0,0
8,1560.04,1,0,1
9,1565.071,1,0,1
10,1591.873,1.1,0,0
11,1595.572,0.975,0,0
12,1599.225,1.1,0,0
13,1603.068,1.05,0,1
14,1606.878,1.1,0,0
15,1632.758,1.15,0,0
16,1636.201,1.025,0,1
17,1639.377,1,0,1
18,1643.075,0.975,0,0
19,1646.773,1.05,0,1
20,1676.232,1,0,1
21,1679.764,1.05,0,1
22,1683.429,1.025,0,1
23,1687.06,0.9,0,0
24,1690.692,0.9,0,0
25,1716.978,0.975,0,0
26,1720.588,1.05,0,1
27,1724.097,0.95,0,0
28,1727.595,1.05,0,1
29,1731.027,1.05,0,1
30,1758.258,1.025,0,1
31,1762.146,1,0,1
32,1765.546,0.9,0,0
33,1769.975,0.95,0,0
34,1773.918,0.975,0,1
35,1801.919,0.9,0,0
36,1806.139,1.15,0,0
37,1809.439,1.15,0,0
38,1812.914,1.025,0,1
39,1816.313,1.025,0,1
40,1842.486,0.975,0,0
41,1845.676,1.025,0,1
42,1849.272,1.1,0,0
43,1852.948,1.15,0,0
44,1856.336,1,0,1
45,1883.536,0.975,0,0
46,1886.712,1,0,1
47,1889.955,0.95,0,0
48,1893.354,1.15,0,0
49,1896.83,1.1,0,0
50,1923.73,1,0,1
51,1927.14,1.1,0,0
52,1930.427,1.05,0,1
53,1934.237,1.025,0,1
54,1937.713,0.9,0,0
55,1963.892,1.025,0,1
56,1967.047,0.975,0,0
57,1970.502,1.15,0,0
58,1973.854,0.9,0,0
59,1977.042,0.95,0,0
60,2003.306,1.15,0,0
61,2006.616,1.1,0,0
62,2010.014,1.15,0,0
63,2014.245,1.1,0,0
