unity_timestamp,eye_timestamp,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,Main Camera_position.x,Main Camera_position.y,Main Camera_position.z,Main Camera_rotation.x,Main Camera_rotation.y,Main Camera_rotation.z,Main Camera_rotation.w,messages,
35.1310600000,3432907,0.3899752000,1.3310470000,0.0231144400,0.0317470500,0.1567458000,-0.0123459500,0.9870514000,0.3899752000,1.3310470000,0.0231144400,0.0317470500,0.1567458000,-0.0123459500,0.9870514000,0.3899752000,1.3310470000,0.0231144400,0.0317470500,0.1567458000,-0.0123459500,0.9870514000,,
35.1389500000,3432907,0.3893620000,1.3311830000,0.0230128800,0.0316431300,0.1562040000,-0.0118272800,0.9871470000,0.3893620000,1.3311830000,0.0230128800,0.0316431300,0.1562040000,-0.0118272800,0.9871470000,0.3893620000,1.3311830000,0.0230128800,0.0316431300,0.1562040000,-0.0118272800,0.9871470000,,
35.1474400000,3432907,0.3895285000,1.3311350000,0.0230391000,0.0316116700,0.1562139000,-0.0118751800,0.9871458000,0.3895285000,1.3311350000,0.0230391000,0.0316116700,0.1562139000,-0.0118751800,0.9871458000,0.3895285000,1.3311350000,0.0230391000,0.0316116700,0.1562139000,-0.0118751800,0.9871458000,,
35.1579500000,3432907,0.3894511000,1.3311510000,0.0229964300,0.0315080500,0.1560738000,-0.0117920300,0.9871723000,0.3894511000,1.3311510000,0.0229964300,0.0315080500,0.1560738000,-0.0117920300,0.9871723000,0.3894511000,1.3311510000,0.0229964300,0.0315080500,0.1560738000,-0.0117920300,0.9871723000,,
35.1686900000,3432907,0.3893309000,1.3311650000,0.0229854600,0.0315180200,0.1558108000,-0.0115856900,0.9872160000,0.3893309000,1.3311650000,0.0229854600,0.0315180200,0.1558108000,-0.0115856900,0.9872160000,0.3893309000,1.3311650000,0.0229854600,0.0315180200,0.1558108000,-0.0115856900,0.9872160000,,
35.2226300000,3432932,0.3892072000,1.3311650000,0.0229535100,0.0314346600,0.1554586000,-0.0115972800,0.9872741000,0.3892072000,1.3311650000,0.0229535100,0.0314346600,0.1554586000,-0.0115972800,0.9872741000,0.3892072000,1.3311650000,0.0229535100,0.0314346600,0.1554586000,-0.0115972800,0.9872741000,,
35.2292500000,3432932,0.3890706000,1.3311750000,0.0229611400,0.0313728800,0.1551928000,-0.0114965800,0.9873190000,0.3890706000,1.3311750000,0.0229611400,0.0313728800,0.1551928000,-0.0114965800,0.9873190000,0.3890706000,1.3311750000,0.0229611400,0.0313728800,0.1551928000,-0.0114965800,0.9873190000,,
35.2354200000,3432932,0.3881644000,1.3311760000,0.0230329000,0.0309336000,0.1529599000,-0.0109361900,0.9876876000,0.3881644000,1.3311760000,0.0230329000,0.0309336000,0.1529599000,-0.0109361900,0.9876876000,0.3881644000,1.3311760000,0.0230329000,0.0309336000,0.1529599000,-0.0109361900,0.9876876000,,
35.2464600000,3433023,0.3883817000,1.3311680000,0.0230226500,0.0311489900,0.1535067000,-0.0111034200,0.9875941000,0.3883817000,1.3311680000,0.0230226500,0.0311489900,0.1535067000,-0.0111034200,0.9875941000,0.3883817000,1.3311680000,0.0230226500,0.0311489900,0.1535067000,-0.0111034200,0.9875941000,,
35.2581800000,3433023,0.3882287000,1.3312290000,0.0231263600,0.0312549100,0.1528981000,-0.0111193600,0.9876850000,0.3882287000,1.3312290000,0.0231263600,0.0312549100,0.1528981000,-0.0111193600,0.9876850000,0.3882287000,1.3312290000,0.0231263600,0.0312549100,0.1528981000,-0.0111193600,0.9876850000,,
35.2686200000,3433023,0.3879960000,1.3312360000,0.0231876400,0.0313078800,0.1522278000,-0.0110458200,0.9877877000,0.3879960000,1.3312360000,0.0231876400,0.0313078800,0.1522278000,-0.0110458200,0.9877877000,0.3879960000,1.3312360000,0.0231876400,0.0313078800,0.1522278000,-0.0110458200,0.9877877000,,
35.2945700000,3433023,0.3875707000,1.3313200000,0.0233409400,0.0314043400,0.1504267000,-0.0108373100,0.9880628000,0.3875707000,1.3313200000,0.0233409400,0.0314043400,0.1504267000,-0.0108373100,0.9880628000,0.3875707000,1.3313200000,0.0233409400,0.0314043400,0.1504267000,-0.0108373100,0.9880628000,,
35.3075300000,3433090,0.3864523000,1.3313640000,0.0236797300,0.0319314500,0.1460407000,-0.0101755300,0.9887108000,0.3864523000,1.3313640000,0.0236797300,0.0319314500,0.1460407000,-0.0101755300,0.9887108000,0.3864523000,1.3313640000,0.0236797300,0.0319314500,0.1460407000,-0.0101755300,0.9887108000,,
35.3682700000,3433123,0.3859448000,1.3313490000,0.0237774800,0.0321462600,0.1438514000,-0.0099791480,0.9890267000,0.3859448000,1.3313490000,0.0237774800,0.0321462600,0.1438514000,-0.0099791480,0.9890267000,0.3859448000,1.3313490000,0.0237774800,0.0321462600,0.1438514000,-0.0099791480,0.9890267000,,
35.3770100000,3433123,0.3853796000,1.3313580000,0.0239408000,0.0322811200,0.1413100000,-0.0096476990,0.9893919000,0.3853796000,1.3313580000,0.0239408000,0.0322811200,0.1413100000,-0.0096476990,0.9893919000,0.3853796000,1.3313580000,0.0239408000,0.0322811200,0.1413100000,-0.0096476990,0.9893919000,,
35.3841400000,3433123,0.3797864000,1.3316450000,0.0256323800,0.0326318400,0.1161456000,-0.0068875250,0.9926721000,0.3797864000,1.3316450000,0.0256323800,0.0326318400,0.1161456000,-0.0068875250,0.9926721000,0.3797864000,1.3316450000,0.0256323800,0.0326318400,0.1161456000,-0.0068875250,0.9926721000,,
35.3910200000,3433123,0.3816458000,1.3315400000,0.0250453900,0.0325248700,0.1244531000,-0.0078357190,0.9916613000,0.3816458000,1.3315400000,0.0250453900,0.0325248700,0.1244531000,-0.0078357190,0.9916613000,0.3816458000,1.3315400000,0.0250453900,0.0325248700,0.1244531000,-0.0078357190,0.9916613000,,
35.4019100000,3433123,0.3810222000,1.3315600000,0.0252399400,0.0324681700,0.1217368000,-0.0077217170,0.9920012000,0.3810222000,1.3315600000,0.0252399400,0.0324681700,0.1217368000,-0.0077217170,0.9920012000,0.3810222000,1.3315600000,0.0252399400,0.0324681700,0.1217368000,-0.0077217170,0.9920012000,,
35.4133200000,3433123,0.3804263000,1.3315850000,0.0254137500,0.0324731300,0.1191873000,-0.0076718020,0.9923109000,0.3804263000,1.3315850000,0.0254137500,0.0324731300,0.1191873000,-0.0076718020,0.9923109000,0.3804263000,1.3315850000,0.0254137500,0.0324731300,0.1191873000,-0.0076718020,0.9923109000,,
35.4391700000,3433123,0.3788501000,1.3315590000,0.0259869100,0.0324501600,0.1120621000,-0.0075072710,0.9931428000,0.3788501000,1.3315590000,0.0259869100,0.0324501600,0.1120621000,-0.0075072710,0.9931428000,0.3788501000,1.3315590000,0.0259869100,0.0324501600,0.1120621000,-0.0075072710,0.9931428000,,
