pid,base_pse_lo,base_pse_hi,base_centre,base_width,aft_pse_lo,aft_pse_hi,aft_centre,aft_width,d_pse_lo,d_pse_hi,d_centre
ID_6,0.931094166778658,1.05792479954195,0.994509483160303,0.126830632763289,0.936838276239645,1.0762890117961,1.00656364401787,0.13945073555645,0.00574410946098736,0.0183642122541481,0.0120541608575677
ID_7,0.978979638346866,1.13675843524935,1.05786903679811,0.157778796902481,0.957012714966637,1.16700890491622,1.06201080994143,0.209996189949581,-0.021966923380229,0.0302504696668711,0.00414177314332109
ID_8,0.956550391905953,1.10002472488853,1.02828755839724,0.143474332982575,0.980381975483131,1.14098820879975,1.06068509214144,0.160606233316619,0.0238315835771783,0.0409634839112223,0.0323975337442002
ID_9,0.951690917565984,1.13194753079739,1.04181922418169,0.180256613231405,0.955795621025729,1.13010227487224,1.04294894794898,0.174306653846507,0.00410470345974479,-0.00184525592515272,0.00112972376729603
ID_10,0.954798457096694,1.07409848782737,1.01444847246203,0.119300030730678,0.951729763743699,1.09326726751078,1.02249851562724,0.141537503767085,-0.00306869335299464,0.0191687796834121,0.00805004316520885
ID_11,0.955865488556647,1.03992577287577,0.99789563071621,0.0840602843191248,0.97201766692029,1.0845360218438,1.02827684438204,0.112518354923508,0.0161521783636428,0.044610248968026,0.0303812136658344
